geo,EU_OTH_other,EU_OTH_primary,EU_OTH_secundary,EU_OTH_tertiary,FOR_other,FOR_primary,FOR_secundary,FOR_tertiary,NAT_other,NAT_primary,NAT_secundary,NAT_tertiary,NEU_other,NEU_primary,NEU_secundary,NEU_tertiary,OTH_other,OTH_primary,OTH_secundary,OTH_tertiary,TOTAL_other,TOTAL_primary,TOTAL_secundary,TOTAL_tertiary,UNK_other,UNK_primary,UNK_secundary,UNK_tertiary,pct_native_tertiary,pct_fborn_primary,pct_fborn_secundary,pct_fborn_tertiary,pct_non_eu_primary,pct_non_eu_secundary,pct_non_eu_tertiary,pct_eu_fborn_primary,pct_eu_fborn_secundary,pct_eu_fborn_tertiary
HU,276796,2814,185798,61554,404687,3728,258371,99498,11015887,67986,6617836,1387577,127891,914,72573,37944,98,1,68,21,11431816,71957,6883461,1488022,11144,242,7186,926,0.06981429572529783,1.8756991104919605e-4,0.012999631300346521,0.00500612419784681,4.5986829050151605e-5,0.0036514246659263157,0.0019091074852067315,1.4158308199904444e-4,0.009348206634420205,0.0030970167126400786
HU1,129775,776,82482,34999,193091,964,114037,57964,3172760,10944,1731255,604047,63316,188,31555,22965,44,0,34,10,3370202,11984,1848303,662543,4307,76,2977,522,0.10250190394350481,1.6358302483339646e-4,0.019351159131666008,0.009836023289878622,3.19020836812018e-5,0.005354628992342143,0.0038969752752063794,1.3168094115219466e-4,0.013996530139323865,0.005939048014672243
HU10,129775,776,82482,34999,193091,964,114037,57964,3172760,10944,1731255,604047,63316,188,31555,22965,44,0,34,10,3370202,11984,1848303,662543,4307,76,2977,522,0.10250190394350481,1.6358302483339646e-4,0.019351159131666008,0.009836023289878622,3.19020836812018e-5,0.005354628992342143,0.0038969752752063794,1.3168094115219466e-4,0.013996530139323865,0.005939048014672243
HU2,77377,886,54866,13571,101103,1199,70303,18625,3335589,15412,2103832,355105,23726,313,15437,5054,40,0,25,7,3439684,16652,2176155,373939,2952,41,1995,202,0.05912080886649807,1.9961940786790156e-4,0.01170462321212434,0.003100843595946344,5.2110821236574805e-5,0.0025700790652683873,8.41431599136259e-4,1.4750858663132677e-4,0.009134544146855952,0.0022594119968100852
HU21,26630,242,18896,5116,34565,303,23529,7075,1207454,5098,759128,127376,7935,61,4633,1959,9,0,7,0,1243339,5416,783657,134554,1311,15,993,103,0.05878080228300767,1.39826836230933e-4,0.010858038381774333,0.0032649335522569344,2.8149957128999715e-5,0.0021380123176828803,9.040289510772204e-4,1.116768791019333e-4,0.008720026064091453,0.002360904601179714
HU22,25566,151,17274,4883,31391,187,20943,6205,1094263,3297,694556,121802,5825,36,3669,1322,4,0,3,1,1126156,3489,715892,128049,498,5,390,41,0.06171608432568938,9.475138149540988e-5,0.010611648035606252,0.003144023113256782,1.8240907667565537e-5,0.001859052506452721,6.69846664903379e-4,7.651047382784434e-5,0.00875259552915353,0.0024741764483534033
HU23,25181,493,18696,3572,35147,709,25831,5345,1033872,7017,650148,105927,9966,216,7135,1773,27,0,15,6,1070189,7747,676606,111336,1143,21,612,58,0.05677059271828062,3.799819709541567e-4,0.013843884755594954,0.0028646031519745665,1.1576319566445394e-4,0.0038239370419716617,9.502228977457261e-4,2.6421877528970275e-4,0.010019947713623292,0.0019143802542288403
HU3,69644,1152,48450,12984,110493,1565,74031,22909,4507538,41630,2782749,428425,40849,413,25581,9925,14,1,9,4,4621930,43321,2859003,451540,3885,125,2214,202,0.053715655143550596,1.9621870875802458e-4,0.009281959890137585,0.002872315909864272,5.178167841345953e-5,0.003207329577469027,0.0012443902136890696,1.4443703034456508e-4,0.006074630312668557,0.001627925696175202
HU31,16150,203,11314,3303,21948,242,14725,4851,1368153,12087,846902,123890,5798,39,3411,1548,4,0,2,2,1391486,12387,862472,128805,1381,58,843,62,0.0517253616683715,1.0103751330814354e-4,0.006147840427530635,0.00202534288040415,1.6282905037262802e-5,0.0014241279251821389,6.46306076863662e-4,8.475460827088074e-5,0.004723712502348496,0.001379036803540488
HU32,24403,370,16866,4939,40299,486,26586,9025,1701530,18389,1028686,157741,15896,116,9720,4086,4,0,3,1,1743320,18920,1056085,166849,1487,45,810,82,0.052841475907267045,1.6280458023552397e-4,0.00890601351880996,0.0030232743551967156,3.885870639366416e-5,0.003256091604710479,0.0013687644338319976,1.239458738418598e-4,0.00564992191409948,0.0016545099213647178
HU33,29091,579,20270,4742,48246,837,32720,9033,1437855,11154,907161,146794,19155,258,12450,4291,6,1,4,1,1487124,12014,940446,155886,1017,22,561,58,0.056557771810115315,3.2248494492327016e-4,0.012606579925793787,0.0034802945131324962,9.940396151756714e-5,0.004796819073231438,0.0016532651119065141,2.2308098340570302e-4,0.007809760852562349,0.001827029401225982
HUZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HUZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IE,648503,27840,270765,162092,908306,34849,340934,249191,4827484,423634,1536195,729709,259803,7009,70169,87099,143,2,51,64,5835147,458485,1877180,978964,99214,0,0,0,0.07975156987449747,0.0038087271207513716,0.03726145864117329,0.027234655799223937,7.660296820381177e-4,0.007668930911532697,0.009519249432991584,0.0030426974387132537,0.029592527729640595,0.017715406366232353
IE0,648503,27840,270765,162092,908306,34849,340934,249191,4827484,423634,1536195,729709,259803,7009,70169,87099,143,2,51,64,5835147,458485,1877180,978964,99214,0,0,0,0.07975156987449747,0.0038087271207513716,0.03726145864117329,0.027234655799223937,7.660296820381177e-4,0.007668930911532697,0.009519249432991584,0.0030426974387132537,0.029592527729640595,0.017715406366232353
IE01,207090,10613,86900,40473,262069,12419,101960,54065,1307818,NA,412114,171156,54979,1806,15060,15065,26,NA,5,4,1593657,145815,514088,226698,23744,NA,0,0,0.06900733713992657,0.005007140386201758,0.04110862660255506,0.02179813551654707,7.281500553571443e-4,0.006071948966599443,0.006073964885911063,0.004278990330844614,0.03503667763595562,0.01631806045983926
IE02,441413,17227,183865,121619,646237,22430,238974,193653,3519666,290238,519425,558553,204824,5203,55109,72034,117,NA,12,57,4241490,312670,1363092,752266,75470,NA,0,0,0.08374713135192079,0.003363061618545748,0.0358307751774566,0.02903553150317609,7.801163442395688e-4,0.008262815993599537,0.010800480634432653,0.0025829452743061795,0.027567959183857065,0.018235050868743437
IEZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IEZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IS,21116,0,0,0,32501,0,0,0,282280,0,0,0,11385,0,0,0,325,0,0,0,315556,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0
IS0,0,0,0,0,32501,0,0,0,282280,0,0,0,11385,0,0,0,325,0,0,0,315556,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0
IS00,21116,0,0,0,32501,0,0,0,282280,0,0,0,11385,0,0,0,325,0,0,0,315556,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0
ISZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ISZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IT,1651434,82458,1098765,179581,5394883,338129,3307628,577050,64723097,9159982,29672808,5693909,3743450,255670,2208863,397470,0,0,0,0,70117982,9498111,32980437,6270959,0,0,0,0,0.04790131471524565,0.0028445877240664184,0.027826178779632504,0.004854565406021153,0.0021508824839397422,0.0185825663399014,0.0033438074896997277,6.936968273974391e-4,0.009243612439731102,0.0015107663290506626
ITC,433616,21276,282229,54944,1737180,109753,1039637,187160,16539715,2494626,7937920,1485145,1303564,88478,757410,132217,0,0,0,0,18276894,2604379,8977556,1672304,0,0,0,0,0.04710090817224995,0.003480781994100878,0.03297176159194787,0.0059357207367080654,0.0028060520375211384,0.02402102074796995,0.004193220713001338,6.747616712663005e-4,0.00895080427335104,0.0017425317383932889
ITC1,168051,8619,114572,16732,450906,30016,280537,44101,4594348,727456,2221154,379315,282855,21397,165965,27368,0,0,0,0,5045254,757472,2501690,423415,0,0,0,0,0.04346039697606427,0.0034391133375520216,0.03214280844805542,0.005052916354590276,0.002451582758648741,0.019015606512087595,0.0031357160788287493,9.875305789032807e-4,0.013127201935967826,0.001917085699757477
ITC2,4532,435,2830,544,11984,988,7075,1327,134925,20386,65718,11209,7453,553,4245,783,0,0,0,0,146909,21374,72793,12537,0,0,0,0,0.044197261181406315,0.00389569935295115,0.027896834941426505,0.005232381620815968,0.0021804875933016054,0.016738100964855902,0.0030873811673691807,0.0017152117596495448,0.011158733976570601,0.002145000453446787
ITC3,37964,2314,23135,4972,156170,11260,92469,16497,1638133,251329,812904,162627,118205,8946,69334,11525,0,0,0,0,1794303,262589,905372,179124,0,0,0,0,0.0517691542719333,0.0035844028181173417,0.029435714403951374,0.005251500292227512,0.0028477857558505985,0.022071135434400334,0.003668760433286178,7.366170622667433e-4,0.007364578969551039,0.0015827398589413342
ITC4,223069,9908,141691,32695,1118120,67489,659556,125236,10172308,1495455,4838144,931993,895050,57581,517866,92541,0,0,0,0,11290428,1562944,5497700,1057228,0,0,0,0,0.04802033150765394,0.003477326710737159,0.03398319275773767,0.006452703224908931,0.002966823472431898,0.026682707913624582,0.004768114672588532,5.105032383052612e-4,0.007300536368460916,0.001684588552320399
ITF,281210,14784,184862,20678,714883,43373,438472,65744,16232016,2113864,7064176,1282334,433673,28590,253610,45066,0,0,0,0,16946899,2157238,7502648,1348078,0,0,0,0,0.045871589497684176,0.001551536847095262,0.01568499906438461,0.0023517911713607756,0.0010227200898820358,0.009072124588841662,0.001612098760777329,5.288525291646036e-4,0.006612874475542949,7.396924105834466e-4
ITF1,44848,1881,31729,4172,121585,6285,80465,12925,1423408,199487,632024,138439,76736,4405,48735,8753,0,0,0,0,1544993,205772,712489,151364,0,0,0,0,0.05294807883981523,0.002403792829392286,0.0307750501220446,0.004943360750977772,0.0016847585383409738,0.018639434135311543,0.003347716568921349,7.194167560997439e-4,0.012135233521684621,0.0015956441820564227
ITF2,9248,304,6704,862,20124,898,13429,2191,353032,50879,153423,33344,10877,594,6724,1329,0,0,0,0,373157,51777,166852,35536,0,0,0,0,0.053152926248401934,0.001431481758969078,0.021406869199549833,0.003492624202562639,9.468821434606152e-4,0.010718578337759556,0.002118529240166932,4.8459961550846294e-4,0.010686696784107682,0.0013740949623957074
ITF3,83192,4206,55224,6194,252922,15914,151484,24253,6765094,816513,2991577,515864,169729,11708,96259,18059,0,0,0,0,7018016,832427,3143061,540116,0,0,0,0,0.044726980774466296,0.0013797922941799713,0.013134124411936583,0.002102809005325301,0.0010151192773821228,0.008345948626710434,0.001565770330564038,3.6467301679784836e-4,0.004788089082178882,5.370386747612631e-4
ITF4,72783,4459,47342,4863,171098,11272,107255,13914,4741666,677706,2033772,348451,98316,6813,59911,9051,0,0,0,0,4912764,688978,2141026,362364,0,0,0,0,0.04299140347128214,0.0013907238031410222,0.013232973873836972,0.0017166901168296827,8.405785371539908e-4,0.007391736494852891,0.0011166998884163761,5.501452659870314e-4,0.005840990621744347,5.999902284133065e-4
ITF5,11958,439,8062,853,25602,1102,16407,2361,676052,87907,292522,54118,13644,663,8345,1508,0,0,0,0,701654,89009,308930,56479,0,0,0,0,0.04681196326872375,9.532278266405552e-4,0.014192022642188376,0.0020422603436464166,5.734936924343812e-4,0.0072184085420285244,0.0013044170259291809,3.79734134206174e-4,0.006973614100159851,7.378433177172356e-4
ITF6,59182,3495,35799,3733,123552,7902,69435,10100,2272763,281373,960857,192118,64372,4407,33635,6368,0,0,0,0,2396315,289275,1030290,202219,0,0,0,0,0.049033472610059116,0.0020167943689018576,0.017721604277992974,0.0025777807043670924,0.0011247801548659184,0.008584520197167045,0.001625277972812836,8.920142140359394e-4,0.009136828855013617,9.527579573665698e-4
ITG,144140,7347,94707,10831,308010,23009,186130,24897,7693299,1022139,3452271,574777,163871,15662,91424,14066,0,0,0,0,8001309,1045148,3638401,599674,0,0,0,0,0.04326663521153775,0.001732014345706721,0.014011031777408494,0.0018741345197557581,0.0011789651302733133,0.006881988767086413,0.001058825406871691,5.530492154334078e-4,0.007129118285837996,8.15309112884067e-4
ITG1,114315,5744,74709,7537,248370,19190,150883,18100,5825738,761918,2552629,428981,134055,13446,76175,10564,0,0,0,0,6074108,781108,2703512,447081,0,0,0,0,0.04287319496104713,0.001917885900080643,0.015079540295042609,0.0018089491814205127,0.0013438193753248738,0.007613077563243512,0.0010557866935097403,5.740665247557694e-4,0.007466562673742823,7.532624298544975e-4
ITG2,29825,1602,19998,3294,59640,3818,35248,6797,1867561,260222,899642,145796,29816,2216,15249,3502,0,0,0,0,1927201,264040,934890,152593,0,0,0,0,0.04446729886382629,0.001164477400354528,0.01075052367933379,0.0020730625694629985,6.75872687057526e-4,0.004650894677319591,0.0010680984431748449,4.886047132970021e-4,0.006099324005314263,0.001004659129588218
ITH,361616,22903,241822,41688,1405196,93899,874289,143954,11938316,1824912,5562606,1052438,1043580,70996,632466,102266,0,0,0,0,13343512,1918811,6436893,1196393,0,0,0,0,0.04596680525073607,0.004101179400818733,0.038185880969578055,0.006287406462959775,0.0031008565878286967,0.027623899412328363,0.004466620652021093,0.0010003228129900367,0.010561937880752593,0.0018207858109386826
ITH1,21974,1473,13702,3634,53273,3406,32309,6591,539271,68852,267541,38043,31300,1933,18607,2957,0,0,0,0,592544,72258,299850,44634,0,0,0,0,0.03769298296023129,0.003374662880491754,0.03201173899172286,0.006530359085531752,0.0019152153106255312,0.01843580511371405,0.002929793933533211,0.0014594475698662224,0.01357593387800881,0.0036005651519985414
ITH2,16498,1009,10803,2129,61679,3624,38795,6817,548793,73399,267260,49297,45181,2616,27992,4688,0,0,0,0,610472,77023,306055,56114,0,0,0,0,0.04696455246631303,0.0034525333821108467,0.036959446070361564,0.006494459179318335,0.0024922260837753796,0.026667581245046035,0.0044661910859093955,9.612599841473081e-4,0.010291864825315529,0.0020282680934089383
ITH3,143925,7351,98535,14979,567149,33794,357235,54220,5103932,809906,2374036,414148,423224,26443,258698,39242,0,0,0,0,5671081,843700,2731271,468368,0,0,0,0,0.04263229302418466,0.0034787460290990097,0.03677368283438435,0.005581393433679005,0.0027220359012684234,0.026630308345737572,0.004039561806057387,7.567101278305859e-4,0.010143168609139814,0.001541934567375098
ITH4,60769,8555,39066,5570,182792,20344,117578,17755,1212046,174148,600703,112603,122022,11788,78513,12185,0,0,0,0,1394838,194492,718281,130359,0,0,0,0,0.04618719672514428,0.008344647391067158,0.048227828890429335,0.00728269831047962,0.004835170244096523,0.032204251898095546,0.004998010639999672,0.00350906696965098,0.01602398716965344,0.0022846876704799486
ITH5,118451,4515,79714,15375,540303,32731,328371,58570,4534274,698607,2053066,438348,421853,28216,248658,43195,0,0,0,0,5074577,731338,2381437,496918,0,0,0,0,0.05047609067889414,0.003768998430495597,0.03781215922581863,0.00674437805365333,0.0032490929001516536,0.028633149360855894,0.004973935633046877,5.199055303439438e-4,0.009179125015689286,0.0017704424206064528
ITI,430853,16149,295149,51440,1229614,68094,769102,155294,12319753,1704441,5655836,1299217,798761,51945,473954,103854,0,0,0,0,13549368,1772535,6424937,1454510,0,0,0,0,0.055997474284901524,0.0029349154251800003,0.03314901934585703,0.006693317414719402,0.0022388783411310116,0.020427863033832084,0.004476205048413131,6.960370840489885e-4,0.012721199412965194,0.002217112366306271
ITI1,122078,5650,81625,15426,399999,25715,243531,44467,3867337,653591,1753405,356360,277922,20065,161906,29041,0,0,0,0,4267336,679306,1996937,400826,0,0,0,0,0.04852128933521504,0.0035013047346925995,0.03315871061032173,0.006054540837549128,0.0027320116469611903,0.02204480825880381,0.003954166470939443,7.692930877314092e-4,0.011113902351517924,0.0021003743666096844
ITI2,36617,1321,25218,4316,106548,5367,67162,12208,932917,137958,414144,92232,69931,4046,41943,7892,0,0,0,0,1039466,143325,481306,104440,0,0,0,0,0.052151580656780154,0.0030347117419652517,0.03797602198879639,0.006902880742670354,0.0022877666681556563,0.023716212892351134,0.004462445512873069,7.469450738095952e-4,0.014259243657328063,0.0024404352297972844
ITI3,44417,1704,30913,5194,171342,10547,107567,17432,1645661,257603,716643,155843,126925,8843,76654,12238,0,0,0,0,1817003,268150,824210,173276,0,0,0,0,0.050555060128675465,0.003421419115245087,0.03489445244804857,0.005654895042851271,0.002868645988064123,0.024866356391390624,0.003969975076549671,5.527731271809641e-4,0.010028096056657948,0.0016849199663016006
ITI4,227741,7473,157391,26505,551725,26464,350843,81186,5873838,655290,2771644,694782,323984,18991,193450,54683,0,0,0,0,6425563,681754,3122486,775969,0,0,0,0,0.06312887455782293,0.00240455644547243,0.03187809087813195,0.007376674712141956,0.0017255491027798869,0.01757714043140272,0.004968574671545076,6.790073426925435e-4,0.01430076872390233,0.0024082817634237742
ITZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ITZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LI,8113,806,4438,1359,16369,1423,9154,2352,27514,1194,12202,2078,8256,617,4716,993,0,0,0,0,43892,2619,21357,4430,9,NA,0,0,0.028742150543583502,0.019682425516611802,0.12661484411740298,0.03253202024952281,0.008534122658994716,0.06523002019419624,0.013734819773714348,0.011148302857617086,0.061384823923206724,0.01879720047580846
LI0,8113,806,4438,1359,16369,1423,9154,2352,27514,1194,12202,2078,8256,617,4716,993,0,0,0,0,43892,2619,21357,4430,9,NA,0,0,0.028742150543583502,0.019682425516611802,0.12661484411740298,0.03253202024952281,0.008534122658994716,0.06523002019419624,0.013734819773714348,0.011148302857617086,0.061384823923206724,0.01879720047580846
LI00,8113,806,4438,1359,16369,1423,9154,2352,27514,1194,12202,2078,8256,617,4716,993,0,0,0,0,43892,2619,21357,4430,9,NA,0,0,0.028742150543583502,0.019682425516611802,0.12661484411740298,0.03253202024952281,0.008534122658994716,0.06523002019419624,0.013734819773714348,0.011148302857617086,0.061384823923206724,0.01879720047580846
LIZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LIZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LT,23272,1345,8965,4042,187205,10604,111506,49811,3330485,246069,1495594,655502,163933,9259,102541,45769,55,1,5,3,3517757,256675,1607110,705316,12,1,5,0,0.10769135734725535,0.0017421139116437414,0.018319139365498588,0.008183368167944776,0.0015211460494067711,0.01684629409787447,0.007519314562619992,2.2096786223697022e-4,0.0014728452676241175,6.640536053247833e-4
LT0,23272,1345,8965,4042,187205,10604,111506,49811,3330485,246069,1495594,655502,163933,9259,102541,45769,55,1,5,3,3517757,256675,1607110,705316,12,1,5,0,0.10769135734725535,0.0017421139116437414,0.018319139365498588,0.008183368167944776,0.0015211460494067711,0.01684629409787447,0.007519314562619992,2.2096786223697022e-4,0.0014728452676241175,6.640536053247833e-4
LT00,23272,1345,8965,4042,187205,10604,111506,49811,3330485,246069,1495594,655502,163933,9259,102541,45769,55,1,5,3,3517757,256675,1607110,705316,12,1,5,0,0.10769135734725535,0.0017421139116437414,0.018319139365498588,0.008183368167944776,0.0015211460494067711,0.01684629409787447,0.007519314562619992,2.2096786223697022e-4,0.0014728452676241175,6.640536053247833e-4
LTZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LTZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LU,205600,30119,50201,35596,260050,35106,64236,43764,413573,32307,129508,37054,54450,4987,14035,8168,1693,127,324,250,680312,67965,195044,81385,4996,425,976,317,0.03616061582541724,0.03425958274861277,0.06268724883039622,0.042708835509892594,0.004866761783379818,0.01369661151588846,0.00797106682306925,0.029392820965232956,0.04899063731450777,0.034737768686823343
LU0,205600,30119,50201,35596,260050,35106,64236,43764,413573,32307,129508,37054,54450,4987,14035,8168,1693,127,324,250,680312,67965,195044,81385,4996,425,976,317,0.03616061582541724,0.03425958274861277,0.06268724883039622,0.042708835509892594,0.004866761783379818,0.01369661151588846,0.00797106682306925,0.029392820965232956,0.04899063731450777,0.034737768686823343
LU00,205600,30119,50201,35596,260050,35106,64236,43764,413573,32307,129508,37054,54450,4987,14035,8168,1693,127,324,250,680312,67965,195044,81385,4996,425,976,317,0.03616061582541724,0.03425958274861277,0.06268724883039622,0.042708835509892594,0.004866761783379818,0.01369661151588846,0.00797106682306925,0.029392820965232956,0.04899063731450777,0.034737768686823343
LUZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LUZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV,32551,1750,19719,5470,308400,11188,210108,74404,2067018,52404,1081339,335881,275849,9438,190389,68934,0,0,0,0,2375418,63592,1291447,410285,0,0,0,0,0.08111613812210469,0.002701931199770476,0.05074163036479935,0.017968760188391355,0.0022793016324127416,0.0459794403998124,0.016647740912136038,4.226295673577344e-4,0.0047621899649869515,0.0013210192762553184
LV0,32551,1750,19719,5470,308400,11188,210108,74404,2067018,52404,1081339,335881,275849,9438,190389,68934,0,0,0,0,2375418,63592,1291447,410285,0,0,0,0,0.08111613812210469,0.002701931199770476,0.05074163036479935,0.017968760188391355,0.0022793016324127416,0.0459794403998124,0.016647740912136038,4.226295673577344e-4,0.0047621899649869515,0.0013210192762553184
LV00,32551,1750,19719,5470,308400,11188,210108,74404,2067018,52404,1081339,335881,275849,9438,190389,68934,0,0,0,0,2375418,63592,1291447,410285,0,0,0,0,0.08111613812210469,0.002701931199770476,0.05074163036479935,0.017968760188391355,0.0022793016324127416,0.0459794403998124,0.016647740912136038,4.226295673577344e-4,0.0047621899649869515,0.0013210192762553184
LVZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MT,18723,569,11558,4272,37494,998,23758,7982,447614,70256,204749,42013,18771,429,12200,3710,0,0,0,0,485108,71254,228507,49995,0,0,0,0,0.05032316640794189,0.0011954042814158953,0.028457329577032908,0.009560838651564806,5.138561490254701e-4,0.014613158550374672,0.004443837559171314,6.815481323904253e-4,0.013844171026658234,0.005117001092393492
MT0,18723,569,11558,4272,37494,998,23758,7982,447614,70256,204749,42013,18771,429,12200,3710,0,0,0,0,485108,71254,228507,49995,0,0,0,0,0.05032316640794189,0.0011954042814158953,0.028457329577032908,0.009560838651564806,5.138561490254701e-4,0.014613158550374672,0.004443837559171314,6.815481323904253e-4,0.013844171026658234,0.005117001092393492
MT00,18723,569,11558,4272,37494,998,23758,7982,447614,70256,204749,42013,18771,429,12200,3710,0,0,0,0,485108,71254,228507,49995,0,0,0,0,0.05032316640794189,0.0011954042814158953,0.028457329577032908,0.009560838651564806,5.138561490254701e-4,0.014613158550374672,0.004443837559171314,6.815481323904253e-4,0.013844171026658234,0.005117001092393492
MTZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MTZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NL,483501,24840,221339,138902,2030768,174901,976274,453018,15033181,975106,7604409,3156682,1547267,150061,754935,314116,0,0,0,0,17063928,1150016,8580750,3609701,0,0,0,0,0.10382321371630647,0.005752490717213745,0.03210963414993129,0.01489975380204079,0.004935503567823007,0.024829798455124664,0.010331269541788285,8.169871493907378e-4,0.007279835694806623,0.0045684842602525064
NL1,29878,2448,13122,6388,106713,9832,50708,21023,1649663,102079,891804,309277,76835,7384,37586,14458,0,0,0,0,1756369,111921,942544,330309,0,0,0,0,0.09846001917136533,0.00313007080543611,0.016143168267092584,0.006692786670329877,0.0023507366585984782,0.011965708024117335,0.004602783127033694,7.79334146837632e-4,0.0041774602429752485,0.0020336546282674808
NL11,13412,955,6270,3153,47463,4113,22982,9857,545082,36130,283919,117250,33781,3158,16482,6704,0,0,0,0,592538,40244,306907,127350,0,0,0,0,0.10988351878422438,0.003854592006477739,0.021538106854576074,0.009237712960819613,0.0029595919174463165,0.015446483211953828,0.006282806907713776,8.950000890314225e-4,0.005876073882960229,0.0029549060531058376
NL12,9405,943,3404,1992,33810,3272,15639,6137,627492,35827,345505,110156,24405,2329,11445,4145,0,0,0,0,661301,39105,361155,116446,0,0,0,0,0.09351047998865882,0.002777572629025125,0.01327581245272736,0.005209646462202687,0.001977068047982737,0.009715561961855914,0.0035186548127472926,8.005045810423877e-4,0.0028896262925432533,0.0016909916494553937
NL13,6641,550,2799,1243,25440,2447,12087,4435,477089,30122,262380,81871,18213,1897,9124,3192,0,0,0,0,502530,32572,274482,86513,0,0,0,0,0.0913639929605835,0.0027307311596847217,0.01348849510711452,0.004949240986187879,0.0021169583203604074,0.010181933429081896,0.0035621143693149292,6.137728393243142e-4,0.0031235457768522827,0.00138712661687295
NL2,68391,4411,33385,16860,312725,27441,154846,64746,3294164,199476,1714269,640446,244334,23030,121461,47585,0,0,0,0,3606885,226930,1869118,705189,0,0,0,0,0.0999428537721348,0.0042822218428425676,0.024164021846026028,0.010103740222174296,0.0035938766459190385,0.01895422715110605,0.007425732531309485,6.883451969235293e-4,0.005209794694919978,0.0026310360508117665
NL21,20869,1378,11308,3903,91826,8455,45830,17077,1068715,59706,565582,199167,70957,7077,34522,12915,0,0,0,0,1160535,68162,611416,216254,0,0,0,0,0.09685382035405159,0.004111620153406469,0.022286877780084976,0.008304451491392344,0.003441506306996757,0.016787859365570444,0.006280493705646901,6.701138464097119e-4,0.00549901841451453,0.0018980075054695976
NL22,38093,2478,17643,10712,159630,13535,78009,33838,1885200,119019,978268,383779,121537,11057,60366,22567,0,0,0,0,2044830,132563,1056281,417607,0,0,0,0,0.10510804290329887,0.0037069182021323473,0.021364830589593077,0.009267432443572544,0.0030282522763928604,0.016532827793861934,0.006180570599742939,6.786659257394871e-4,0.004832002795731142,0.002933764889637363
