geo,EU_OTH_other,EU_OTH_primary,EU_OTH_secundary,EU_OTH_tertiary,FOR_other,FOR_primary,FOR_secundary,FOR_tertiary,NAT_other,NAT_primary,NAT_secundary,NAT_tertiary,NEU_other,NEU_primary,NEU_secundary,NEU_tertiary,OTH_other,OTH_primary,OTH_secundary,OTH_tertiary,TOTAL_other,TOTAL_primary,TOTAL_secundary,TOTAL_tertiary,UNK_other,UNK_primary,UNK_secundary,UNK_tertiary,pct_native_tertiary,pct_fborn_primary,pct_fborn_secundary,pct_fborn_tertiary,pct_non_eu_primary,pct_non_eu_secundary,pct_non_eu_tertiary,pct_eu_fborn_primary,pct_eu_fborn_secundary,pct_eu_fborn_tertiary
DE26,69240,4580,47250,15590,154420,17570,98090,29670,1272890,49690,689040,200840,85170,12980,50860,14080,4200,310,3160,720,1464640,69180,810600,237550,33140,1630,20330,6340,0.07778556683462627,0.006804881543937381,0.037990371692932144,0.011491225692010365,0.005027169177023745,0.01969813746867702,0.005453200463212199,0.0017738393552210133,0.018299980247640367,0.006038025228798166
DE27,129270,8060,88410,27620,262270,32370,166300,48680,1698430,61170,864210,285230,133020,24310,77890,21060,11470,1540,8070,1800,2020710,97790,1067600,344980,48540,2720,29020,9280,0.08077698607791384,0.009167166985738074,0.04709607258968927,0.013786150412904834,0.006884579222220964,0.022058407059596497,0.005964180930480193,0.002282587763517111,0.025037665530092776,0.00782196948242464
DE3,227980,13250,120530,82190,556930,90750,265960,167410,3002650,111920,1346320,759450,328940,77500,145430,85230,15640,2830,8060,4570,3687790,213260,1673300,964160,112590,7770,52970,32740,0.11615031559177856,0.013879308894534075,0.04067593381366703,0.02560369258439614,0.011852853325910644,0.022242070441124966,0.013035079857643407,0.0020264555686234326,0.01843386337254206,0.01257014212718188
DE30,227980,13250,120530,82190,556930,90750,265960,167410,3002650,111920,1346320,759450,328940,77500,145430,85230,15640,2830,8060,4570,3687790,213260,1673300,964160,112590,7770,52970,32740,0.11615031559177856,0.013879308894534075,0.04067593381366703,0.02560369258439614,0.011852853325910644,0.022242070441124966,0.013035079857643407,0.0020264555686234326,0.01843386337254206,0.01257014212718188
DE4,138390,6450,89010,38850,186940,12540,111580,52740,2467140,73300,1284310,553670,48550,6080,22580,13890,3300,300,1760,1170,2726920,88900,1439390,623010,69520,2760,41750,15440,0.11349836620734612,0.002570609771597017,0.022873097154289885,0.010811320522649655,0.0012463562528955234,0.004628737531312651,0.0028473500580129636,0.001322203590653968,0.01824640955102476,0.007963970464636691
DE40,138390,6450,89010,38850,186940,12540,111580,52740,2467140,73300,1284310,553670,48550,6080,22580,13890,3300,300,1760,1170,2726920,88900,1439390,623010,69520,2760,41750,15440,0.11349836620734612,0.002570609771597017,0.022873097154289885,0.010811320522649655,0.0012463562528955234,0.004628737531312651,0.0028473500580129636,0.001322203590653968,0.01824640955102476,0.007963970464636691
DE5,48690,3630,31220,12110,116870,18660,67090,25750,575070,23600,291460,104290,68170,15040,35860,13640,14930,1830,10110,2970,729430,45940,381310,137320,22550,1850,12640,4310,0.08059505409582689,0.014420401854714065,0.05184698608964451,0.019899536321483773,0.011622874806800618,0.027712519319938175,0.01054095826893354,0.0028052550231839257,0.02412673879443586,0.009358578052550233
DE50,48690,3630,31220,12110,116870,18660,67090,25750,575070,23600,291460,104290,68170,15040,35860,13640,14930,1830,10110,2970,729430,45940,381310,137320,22550,1850,12640,4310,0.08059505409582689,0.014420401854714065,0.05184698608964451,0.019899536321483773,0.011622874806800618,0.027712519319938175,0.01054095826893354,0.0028052550231839257,0.02412673879443586,0.009358578052550233
DE6,113270,8850,64200,33590,310410,51490,164900,76820,1501960,55130,689760,340730,197140,42640,100700,43230,5150,660,3240,970,1915960,116370,908530,445360,98430,9080,50640,26840,0.1006225230492998,0.015205745639680824,0.048697367566194756,0.02268606292562208,0.012592211964963884,0.02973817412926508,0.012766447543278346,0.002613533674716941,0.018959193436929672,0.009919615382343734
DE60,113270,8850,64200,33590,310410,51490,164900,76820,1501960,55130,689760,340730,197140,42640,100700,43230,5150,660,3240,970,1915960,116370,908530,445360,98430,9080,50640,26840,0.1006225230492998,0.015205745639680824,0.048697367566194756,0.02268606292562208,0.012592211964963884,0.02973817412926508,0.012766447543278346,0.002613533674716941,0.018959193436929672,0.009919615382343734
DE7,439940,39000,275340,102890,1046400,158130,594460,229420,5428140,216540,2644500,1025650,606460,119130,319130,126520,38320,5940,24870,7100,6768210,397170,3412270,1314470,255350,16580,148440,52310,0.08624618655042163,0.013297040393134276,0.04998772296276862,0.019291766312482552,0.010017557845026791,0.026835417066090824,0.010638977743245107,0.0032794825481074863,0.023153146789638854,0.008651947676276391
DE71,321490,31820,191820,79320,742620,118370,400090,174960,3318650,132200,1533580,683180,421130,86560,208280,95650,24100,3960,14950,4960,4249840,265830,2037860,900220,164450,11290,89230,37110,0.09165587791380178,0.015880597014925373,0.05367633741405333,0.023472748616468222,0.011612946503437867,0.02794298172061043,0.012832466879087708,0.0042689921180613785,0.02573469730001677,0.010641623343954385
DE72,57350,3720,41030,10960,147310,21340,93620,25250,959180,38530,493040,160780,89950,17620,52590,14290,6050,920,4280,810,1159450,63570,622430,194270,46930,2780,31510,7420,0.07882454454532975,0.010462220304747711,0.04589845665091287,0.012379150079422667,0.008638440570274351,0.02578295060106289,0.007005863549899006,0.001823779734473359,0.02011550604984998,0.00537328652952366
DE73,61090,3460,42480,12620,156480,18410,100750,29210,1150310,45810,617880,181680,95390,14960,58270,16600,8170,1060,5640,1340,1358920,67790,751990,220000,43970,2510,27710,7770,0.0757410263892942,0.007674990619919123,0.042001917705423775,0.01217742944094718,0.006236711552090716,0.02429232500938008,0.006920415224913495,0.0014424479926626922,0.01770959269604369,0.00526118314086797
DE8,109130,6270,68630,31550,142630,10240,86900,40200,1579760,51120,842080,328360,33500,3970,18250,8660,4570,340,2600,1630,1770110,63430,958520,379420,43150,1730,26960,9230,0.10353525798680742,0.003228776470291473,0.02740045656917275,0.012675470127511445,0.0012517815026422995,0.005754411189728455,0.0027305863508519683,0.001976994967649173,0.021639739175400758,0.009948036878681246
DE80,109130,6270,68630,31550,142630,10240,86900,40200,1579760,51120,842080,328360,33500,3970,18250,8660,4570,340,2600,1630,1770110,63430,958520,379420,43150,1730,26960,9230,0.10353525798680742,0.003228776470291473,0.02740045656917275,0.012675470127511445,0.0012517815026422995,0.005754411189728455,0.0027305863508519683,0.001976994967649173,0.021639739175400758,0.009948036878681246
DE9,485710,33140,336900,95140,1025190,132880,649850,187660,7500850,329080,3854520,1225510,539480,99740,312960,92520,50200,6280,35310,8220,8817070,484110,4685790,1460400,240830,15860,146100,39010,0.07933454044280677,0.008602111556854015,0.04206864987373255,0.012148346288073633,0.0064567625427499956,0.020259759428303978,0.005989369064119006,0.002145349014104019,0.021809537804817262,0.006158977223954628
DE91,121700,9270,86230,22880,228010,30060,143860,43970,1487290,68490,770800,255750,106310,20790,57620,21110,9470,1380,6940,1150,1769790,103000,949780,309020,45020,3080,28210,8150,0.0816677789876708,0.009598957717964356,0.04593832525969236,0.014040790780402287,0.006638800098352594,0.018399598925785302,0.006740984611650951,0.0029601576196117627,0.027535533067866484,0.0073061927008324845
DE92,153370,9980,106480,31480,324480,42640,201140,65760,1959590,86530,988290,346680,171110,32670,94660,34280,13320,1680,8900,2540,2360690,135070,1236320,426810,63300,4220,37970,11820,0.08335878082853838,0.010252735705921532,0.048363866320099834,0.01581191135134615,0.00785546143321896,0.02276088090812693,0.008242583958700518,0.0023996787604384823,0.025602985411972905,0.007569327392645634
DE93,89000,5660,62830,17710,177020,21330,114580,31440,1659490,71520,856410,266420,88020,15670,51760,13730,7910,1240,5380,1230,1898360,97500,1009070,307120,53950,3410,32680,8030,0.0804396068899926,0.0064401201672680064,0.0345948883621926,0.009492610316873236,0.004731208767983575,0.01562778339698978,0.004145468818405519,0.001708911399284431,0.01897012424329343,0.0053471414984677165
DE94,121640,8230,81340,23070,295670,38850,190270,46480,2394480,102550,1239030,356650,174040,30610,108930,23400,19500,1990,14100,3310,2788230,148540,1490630,417450,78570,5150,47230,11010,0.07361425018318421,0.008018824112201617,0.0392726296995779,0.009593692271174546,0.006318049062406473,0.022483668225022447,0.0048298708938357224,0.0016987110024046152,0.016788961474555456,0.004761757329948295
DEA,1255690,113810,828560,260250,2771670,476860,1638540,518600,16287460,751680,8220320,2718410,1515970,363050,809990,258360,87810,15800,58440,12130,19852490,1308450,10336510,3374540,705580,64120,419260,125410,0.07795396821345728,0.013674585247357549,0.04698728119616919,0.014871534432075714,0.010410934391756823,0.023227524440102214,0.00740881148451809,0.0032636508556007273,0.023760043519168248,0.0074630097106588985
DEA1,404260,35220,260670,88640,849580,147420,482970,173890,4666880,227360,2388000,783170,445320,112200,222300,85240,17570,4190,10790,2500,5718230,397260,2988350,992820,184260,18280,106580,33290,0.07756723510547052,0.014600868009817108,0.04783463046195475,0.01722252705350086,0.01111258574617745,0.02201718191956548,0.008442395802176166,0.0034882822636396593,0.025817448542389265,0.008779140824787602
DEA2,304540,30020,184140,74970,692930,116030,385430,153740,3941950,176150,1869820,761300,388390,86010,201300,78770,21680,4180,13500,3500,4862910,312670,2387640,961370,206340,16320,118910,42830,0.08930634787127592,0.013611211800215612,0.045213904715652016,0.018034884962209327,0.010089634809416053,0.023614038915654594,0.009240327100775521,0.0035215769907995576,0.021601038876943056,0.008794557861433804
DEA3,144020,11020,99000,27160,322160,58920,195360,51450,2499100,110680,1290980,394570,178140,47900,96360,24300,10350,1880,7100,1140,2921790,180440,1545740,461660,90180,8960,52310,14500,0.07722085552182839,0.011531167618790401,0.038233688153545366,0.010069222233312393,0.009374455684658185,0.018858508346005484,0.004755725952759789,0.002156711934132217,0.01937517980753988,0.005315453369422052
DEA4,125970,9510,90630,22060,346060,51500,225930,51580,1862840,81500,923210,288480,220090,41990,135310,29520,17880,2350,12860,2480,2313720,142930,1217800,355340,86940,7580,55800,12810,0.07158685688336117,0.012779822273617236,0.056064956238414405,0.012799674424721883,0.010419897811052188,0.033577432074624235,0.007325443757615161,0.002359924462565047,0.022490005682678255,0.005474230667106722
DEA5,276910,28040,194110,47430,560950,102990,348860,87950,3316710,155990,1748310,490900,284020,74950,154740,40530,20340,3220,14180,2540,4035840,275160,2197020,603360,137870,12970,85670,21970,0.0690302022954757,0.014482421133450891,0.049056582547972405,0.01236750110386451,0.010539445227227346,0.021759489719294988,0.005699315744623406,0.003942975906223546,0.027295686631849232,0.006669591556069286
DEB,205250,16430,129620,46780,491610,64330,297890,98360,3831810,147320,2031310,635600,286360,47890,168270,51580,29760,3610,21480,4450,4503410,225230,2445510,764640,150250,9970,94830,26250,0.08006257880609009,0.008103249991497445,0.03752335053578694,0.012389797437644779,0.0060324054421391675,0.02119592532363244,0.006497211791721408,0.0020695849115545317,0.0163274252121545,0.005892585645923371
DEB1,62460,3790,41720,13990,173090,22680,109840,31020,1429190,55550,769420,221530,110630,18900,68120,17030,11570,1390,8440,1610,1674200,83510,927500,263750,60360,3880,39810,9600,0.07512139873039987,0.007690846942650969,0.03724702946123379,0.0105189626173295,0.006409039118875807,0.023099669035863492,0.005774917258965873,0.0012851988497639846,0.0141473604253703,0.004744045358363627
DEB2,27220,1310,14830,7070,52630,4780,28900,12890,508640,16670,281020,81570,25410,3470,14080,5820,2000,240,1320,410,583410,22570,324400,98700,20170,880,13150,3830,0.07926497454036616,0.004644925564581957,0.0280833365724725,0.012525751156372682,0.003371943872196525,0.01368212383876861,0.005655536984491002,0.0012729816923854316,0.014410930151203016,0.006870214171881681
DEB3,115580,11340,73070,25720,265900,36870,159140,54450,1893990,75100,980880,332510,150320,25530,86070,28740,16200,1980,11710,2430,2245800,119150,1193600,402200,69720,5220,41870,12820,0.08395127185507795,0.009308843022154895,0.040179258978728774,0.013747396326453323,0.006445748911191062,0.02173073281575459,0.007256201476992994,0.002863094110963833,0.018448526162974183,0.006493719623808622
DEC,47390,5880,29710,9140,106710,16020,64210,19870,976370,38660,557370,154240,59320,10140,34510,10730,2750,380,1700,680,1112190,56360,638740,179730,26340,1300,15460,4930,0.07762377832130526,0.00806232448591358,0.032314722549345254,0.009999899346760476,0.005103119243892865,0.017367716479954907,0.005400046300490182,0.0029592052420207146,0.014952038731366569,0.004599853046270294
DED,172180,6500,114450,46360,258530,15440,156650,71840,4135230,95820,2176090,945600,86350,8940,42200,25480,7110,410,4100,2600,4480140,114090,2384130,1038850,79270,2430,47280,18820,0.11794626809076973,0.0019258570001284736,0.019539216261018483,0.008960723244121085,0.0011151011386754245,0.005263676515895181,0.0031781629768959526,8.107558614530491e-4,0.014275539745123304,0.005782560267225132
DED2,78750,3110,50800,21840,112020,5890,66220,32010,1618610,37580,822520,385920,33270,2790,15410,10170,4250,240,2230,1780,1764980,44490,909600,427190,30100,780,18640,7490,0.12265992003203804,0.001872063974369569,0.021047211609975018,0.010173984349672309,8.867671457540063e-4,0.004897878751279297,0.0032324092732323455,9.884752054820645e-4,0.016146154481829218,0.006941575076439964
DED4,51540,1760,37020,11640,76650,4670,50840,18160,1549420,33830,864620,323430,25110,2920,13820,6520,1700,80,1190,440,1650130,39240,930950,346070,22350,660,14280,4040,0.10903151642231804,0.0015743041204966306,0.01713867697774062,0.006121919235164627,9.843614629229467e-4,0.004658861444381892,0.002197957787074525,5.933137584741049e-4,0.012479815533358729,0.0039239614480901025
DED5,41890,1630,26630,12880,69860,4870,39600,21670,967210,24410,488950,236250,27960,3240,12970,8790,1160,90,680,380,1065040,30360,543600,265580,26820,990,14360,7280,0.12404309611567904,0.0025569941929454265,0.020791985634628106,0.011377836583393714,0.001701162461015027,0.006809900345482994,0.004615190750716694,8.558317319303994e-4,0.013982085289145114,0.0067626458326770205
DEE,103740,4220,71580,26700,148370,9610,94530,37650,2309610,68750,1300680,460460,44640,5390,22950,10960,4910,550,2980,1260,2514410,81410,1430370,509020,51520,2500,32180,9650,0.10153002837795824,0.002118975747539805,0.020843577254416004,0.008301710394888,0.001188478593053023,0.005060405141107027,0.00241664663819316,9.304971544867823e-4,0.015783172113308975,0.005887268726255234
DEE0,103740,4220,71580,26700,148370,9610,94530,37650,2309610,68750,1300680,460460,44640,5390,22950,10960,4910,550,2980,1260,2514410,81410,1430370,509020,51520,2500,32180,9650,0.10153002837795824,0.002118975747539805,0.020843577254416004,0.008301710394888,0.001188478593053023,0.005060405141107027,0.00241664663819316,9.304971544867823e-4,0.015783172113308975,0.005887268726255234
DEF,166740,7550,117030,36730,317380,33790,202670,64010,2734480,125610,1419660,459580,150630,26240,85640,27270,8210,1050,5330,1690,3162550,166300,1690490,542690,102480,5860,62840,17410,0.08262810520619271,0.0060751200550878005,0.03643813499747394,0.011508388124479732,0.004717701990100737,0.015397256037813532,0.004902886176449965,0.0013574180649870641,0.021040878959660413,0.006603704043307929
DEF0,166740,7550,117030,36730,317380,33790,202670,64010,2734480,125610,1419660,459580,150630,26240,85640,27270,8210,1050,5330,1690,3162550,166300,1690490,542690,102480,5860,62840,17410,0.08262810520619271,0.0060751200550878005,0.03643813499747394,0.011508388124479732,0.004717701990100737,0.015397256037813532,0.004902886176449965,0.0013574180649870641,0.021040878959660413,0.006603704043307929
DEG,84980,2810,55800,24240,125730,7470,77210,34710,2230420,53020,1215840,487660,40760,4660,21400,10470,4130,170,2460,1410,2417210,62390,1330410,536060,56950,1730,34930,12290,0.11220712045595216,0.0017187942209858562,0.017765475475544572,0.007986525757753557,0.001072233074938968,0.004923988799075947,0.002409073024594634,6.465611460468884e-4,0.012839185747123264,0.0055774527331589226
DEG0,84980,2810,55800,24240,125730,7470,77210,34710,2230420,53020,1215840,487660,40760,4660,21400,10470,4130,170,2460,1410,2417210,62390,1330410,536060,56950,1730,34930,12290,0.11220712045595216,0.0017187942209858562,0.017765475475544572,0.007986525757753557,0.001072233074938968,0.004923988799075947,0.002409073024594634,6.465611460468884e-4,0.012839185747123264,0.0055774527331589226
DEZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DK,227934,485,56070,35557,670590,14460,219017,99755,6066601,1052,3013416,1004301,442656,13975,162947,64198,16355,468,9780,2533,6755467,16041,3242909,1106839,1921,61,696,250,0.0903046382530894,0.0013002128536560979,0.019693549002019195,0.008969760250101247,0.0012566026714968166,0.014651852272800843,0.005772549431467093,4.361018215928129e-5,0.005041696729218354,0.003197210818634154
DK0,227934,485,56070,35557,670590,14460,219017,99755,6066601,1052,3013416,1004301,442656,13975,162947,64198,16355,468,9780,2533,6755467,16041,3242909,1106839,1921,61,696,250,0.0903046382530894,0.0013002128536560979,0.019693549002019195,0.008969760250101247,0.0012566026714968166,0.014651852272800843,0.005772549431467093,4.361018215928129e-5,0.005041696729218354,0.003197210818634154
DK01,95168,210,21445,17515,300244,7155,93097,51650,1769300,284,779283,380767,205076,6945,71652,34135,8833,264,5252,1531,2079085,7723,877902,434064,708,20,270,116,0.11203069106683763,0.002105170864552924,0.02739134758592363,0.015196656206031939,0.0020433838790104904,0.021081719467078423,0.01004332738805228,6.178698554243383e-5,0.006309628118845207,0.00515332881797966
DK02,20913,47,6864,3420,65917,1714,24738,9363,920044,216,487805,125777,45004,1667,17874,5943,1931,79,1173,253,988230,2029,513835,135432,338,20,119,39,0.07671546532351424,0.0010454241042837991,0.015088507288082044,0.005710796901055549,0.0010167572822876855,0.010901931411883678,0.003624828151551119,2.866682199611351e-5,0.004186575876198364,0.00208596874950443
DK03,48054,100,13824,6404,123709,2288,43489,15690,1327162,237,695070,187231,75655,2188,29665,9286,3325,84,2029,354,1454637,2623,740737,203315,441,14,149,40,0.07797029290654442,9.528124625204889e-4,0.018110516251116055,0.0065339281192947855,9.111685611865514e-4,0.012353663330712543,0.0038670526778694313,4.1643901333937446e-5,0.005756852920403513,0.002666875441425354
DK04,46882,94,9975,5973,131168,2616,42286,17004,1402160,199,701251,221888,84286,2522,32311,11031,1654,26,987,303,1535275,2843,744631,239237,293,2,107,42,0.0879814558843705,0.00103727776442851,0.01676694478081956,0.006742305468785314,0.0010000055511806966,0.01281172853457553,0.004373933875921595,3.727221324781343e-5,0.003955216246244031,0.0023683715928637192
DK05,16917,34,3962,2245,49552,687,15407,6048,647935,116,350007,88638,32635,653,11445,3803,612,15,339,92,698240,823,365804,94791,141,5,51,13,0.07643460399531586,5.924160399014192e-4,0.013285813576071566,0.005215330726817734,5.630970510271131e-4,0.009869289049012726,0.00327941513791135,2.9318988874306045e-5,0.00341652452705884,0.0019359155889063845
DKZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DKZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EE,13928,463,5317,4394,204637,11744,102812,75519,1308151,40486,578314,266767,190709,11281,97495,71125,4,0,1,1,1513259,52231,681131,342289,467,1,4,2,0.10304220695196048,0.004536272021816131,0.03971246586401227,0.02917019131603648,0.004357432278449231,0.0376587057873777,0.027472951937301798,1.7883974336689958e-4,0.002053760076634568,0.0016972393787346798
EE0,13928,463,5317,4394,204637,11744,102812,75519,1308151,40486,578314,266767,190709,11281,97495,71125,4,0,1,1,1513259,52231,681131,342289,467,1,4,2,0.10304220695196048,0.004536272021816131,0.03971246586401227,0.02917019131603648,0.004357432278449231,0.0376587057873777,0.027472951937301798,1.7883974336689958e-4,0.002053760076634568,0.0016972393787346798
EE00,13928,463,5317,4394,204637,11744,102812,75519,1308151,40486,578314,266767,190709,11281,97495,71125,4,0,1,1,1513259,52231,681131,342289,467,1,4,2,0.10304220695196048,0.004536272021816131,0.03971246586401227,0.02917019131603648,0.004357432278449231,0.0376587057873777,0.027472951937301798,1.7883974336689958e-4,0.002053760076634568,0.0016972393787346798
EEZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EEZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EL,375551,32663,198429,76493,1429593,195170,735727,211644,11667318,2068439,3727238,1597443,1054042,162507,537298,135151,0,0,0,0,13096911,2263609,4462965,1809087,0,0,0,0,0.07384433991482843,0.009022043241090334,0.034010149139917345,0.009783580056962251,0.007512144187015765,0.02483745344751424,0.006247569637119432,0.0015098990540745687,0.009172695692403103,0.0035360104198428185
EL1,136789,11163,72444,26838,428354,57399,218746,62173,3894195,770953,1128698,452964,291565,46236,146302,35335,0,0,0,0,4322549,828352,1347444,515137,0,0,0,0,0.06458475262358983,0.008184094576702414,0.031189357868174467,0.008864783569701898,0.0065924458065195,0.020860109144074226,0.005038153658910082,0.0015916487701829135,0.01032924872410024,0.003826629910791815
EL2,74027,9449,37419,9897,259939,46502,119557,23188,2631925,558754,794334,265401,185912,37053,82138,13291,0,0,0,0,2891864,605256,913891,288589,0,0,0,0,0.05647310409396544,0.009894884671035832,0.025439824665929017,0.004934036939313984,0.007884288024512725,0.017477657672993446,0.0028281130308962467,0.0020105966465231084,0.007962166992935569,0.0021059239084177377
EL3,111895,5631,60894,31942,597559,69640,323792,109063,3904901,491161,1420162,740590,485664,64009,262898,77121,0,0,0,0,4502460,560801,1743954,849653,0,0,0,0,0.09672231518161212,0.00909510259286173,0.04228778659890702,0.014243813527933354,0.008359684403596876,0.03433492649997362,0.010072133932568774,7.354181892648534e-4,0.007952860098933402,0.00417167959536458
EL30,111895,5631,60894,31942,597559,69640,323792,109063,3904901,491161,1420162,740590,485664,64009,262898,77121,0,0,0,0,4502460,560801,1743954,849653,0,0,0,0,0.09672231518161212,0.00909510259286173,0.04228778659890702,0.014243813527933354,0.008359684403596876,0.03433492649997362,0.010072133932568774,7.354181892648534e-4,0.007952860098933402,0.00417167959536458
EL4,52840,6420,27672,7816,143741,21629,73632,17220,1236297,247571,384044,138488,90901,15209,45960,9404,0,0,0,0,1380038,269200,457676,155708,0,0,0,0,0.06120686530936233,0.009559263544684,0.03254277559397902,0.007610639337900895,0.006721847484909101,0.02031271683913619,0.004156239972916378,0.0028374160597748983,0.012230058754842833,0.003454399364984518
EL41,4485,510,2371,820,18464,2963,9244,2359,221547,50044,68899,24942,13979,2453,6873,1539,0,0,0,0,240011,53007,78143,27301,0,0,0,0,0.06259568039110379,0.007436091772866672,0.023199200927566492,0.005920263412822302,0.006156170475478214,0.01724882171951152,0.003862350738589878,0.0012799212973884585,0.005950379208054971,0.0020579126742324236
EL42,14776,1176,9062,2496,47718,6140,27102,5882,329603,66639,103361,31585,32942,4964,18040,3386,0,0,0,0,377321,72779,130463,37467,0,0,0,0,0.05110593336893031,0.009934792809410547,0.04385224018251541,0.009517337346083524,0.008031972557966442,0.029189521544261604,0.005478698445059302,0.0019028202514441046,0.014662718638253806,0.004038638901024222
EL43,33579,4734,16239,4500,77559,12526,37286,8979,685147,130888,211784,81961,43980,7792,21047,4479,0,0,0,0,762706,143414,249070,90940,0,0,0,0,0.06577243144776228,0.010051920746631571,0.029921436768234454,0.007205508253553,0.006252959161564203,0.016889891102854437,0.0035943280396106346,0.0037989615850673687,0.013031545665380017,0.0036111802139423654
EL51,29869,2820,15914,4601,72768,8655,37989,9960,693311,161328,170565,61788,42899,5835,22075,5359,0,0,0,0,766079,169983,208554,71748,0,0,0,0,0.050797294231003216,0.007115468724822504,0.03123160501297309,0.008188338359241149,0.0047970837676879615,0.018148350329342203,0.004405753540880855,0.002318384957134542,0.013083254683630887,0.0037825848183602935
EL52,79222,5990,42513,17027,267262,34130,139223,42323,2024132,369239,626573,261334,188040,28140,96710,25296,0,0,0,0,2291394,403369,765796,303657,0,0,0,0,0.06942587779234773,0.009066961088311617,0.036985922168122125,0.011243509936730517,0.007475660270292672,0.02569193691329084,0.006720124456194862,0.0015913008180189448,0.011293985254831286,0.004523385480535655
EL53,8451,628,4756,1651,24596,3589,12386,3193,325108,71028,95122,32356,16145,2961,7630,1542,0,0,0,0,349704,74617,107508,35549,0,0,0,0,0.057027237573540036,0.006325588937181209,0.021830243682342283,0.005627641537035275,0.005218743060182101,0.013447824906852222,0.002717764876325836,0.0011068458769991083,0.008382418775490062,0.002909876660709439
EL54,11045,727,5890,2328,33780,5319,16243,4048,382838,84054,103613,43817,22735,4592,10353,1720,0,0,0,0,416618,89373,119856,47865,0,0,0,0,0.0650381765502173,0.007895064953570665,0.02410970859952027,0.006008502149286342,0.006815968841285297,0.015367100482105113,0.0025530196879378726,0.0010790961122853682,0.008742608117415156,0.0034554824613484696
EL61,19247,1725,9261,3559,63728,11025,29148,6697,851644,169358,236438,97486,44481,9300,19887,3138,0,0,0,0,915372,180383,265586,104183,0,0,0,0,0.06651955205100701,0.007522906482595986,0.019889131805415673,0.004569696572693453,0.006345853087359879,0.013569890360035046,0.0021412136546382046,0.0011770533952361066,0.006319241445380628,0.0024284829180552486
EL62,9047,658,5618,1611,30369,4502,16935,3392,223244,50139,65313,21816,21322,3844,11317,1781,0,0,0,0,253613,54641,82248,25208,0,0,0,0,0.05247889153496428,0.010829664910634817,0.04073753337663275,0.00815953429073152,0.009246830723340791,0.02722330470760867,0.004284236607250247,0.001582834187294027,0.013514228669024079,0.003875297683481273
EL63,14094,2109,5870,1909,57322,9905,23340,5257,785712,160560,240234,77262,43228,7796,17470,3348,0,0,0,0,843034,170465,263574,82519,0,0,0,0,0.056827342320343165,0.00728527381743935,0.01716691478031645,0.0038666011568176334,0.005734073163125408,0.012849443068214582,0.002462503456919429,0.0015512006543139413,0.004317471712101866,0.0014040976998982047
EL64,13322,1807,6419,1628,63335,13297,25479,4043,611385,126814,189648,60779,50013,11490,19060,2415,0,0,0,0,674720,140111,215127,64822,0,0,0,0,0.05551709019163668,0.012145819251356436,0.023273169038528288,0.0036929794113885893,0.010495259321507517,0.017409890571621695,0.0022059226511262535,0.0016505599298489194,0.005863278466906593,0.0014870567602623358
EL65,26519,4148,13622,2421,75133,13479,37560,6448,628746,137187,195526,61727,48614,9331,23938,4027,0,0,0,0,703879,150666,233086,68175,0,0,0,0,0.053406021425740996,0.011661991718333353,0.03249680309671346,0.005578790904355921,0.008073154145245828,0.020711088193001246,0.0034841487239207964,0.003588837573087525,0.011785714903712215,0.002094642180435125
ELS,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ELZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ES,2110985,180870,1039610,449740,6645170,671135,2792275,1189410,52029105,5200170,16185240,8892585,4534190,490260,1752665,739675,0,0,0,0,58690250,5873435,18984140,10083995,15980,2130,6620,2005,0.09497396291132651,0.007167808977759911,0.02982185970538648,0.012703053299615451,0.0052360404828187684,0.018718689864193606,0.007899825080832564,0.0019317150942916629,0.011103169841192877,0.004803281619432368
