NUTS2,UKI3,Inner London - West,"70,732","73,762","81,115","83,731","87,445","93,483","99,337","110,191","117,196","131,034","133,341","134,164","137,383","143,625","150,095","160,097","170,965","177,085","192,212","200,289","210,224"
NUTS3,UKI31,Camden and City of London,"31,861","32,490","36,512","37,131","39,042","42,645","46,707","53,217","57,721","65,716","64,887","67,489","68,592","71,223","72,740","79,355","83,757","88,389","96,731","101,139","107,102"
NUTS3,UKI32,Westminster,"27,028","28,761","31,284","32,413","33,554","35,075","36,467","39,772","41,789","46,025","48,241","47,298","48,810","51,024","53,296","54,153","58,468","58,334","66,089","69,196","72,025"
NUTS3,UKI33,Kensington & Chelsea and Hammersmith & Fulham,"7,914","8,501","9,123","9,615","10,003","10,490","11,053","11,674","12,026","13,164","13,971","13,233","13,955","14,560","16,944","18,295","19,964","20,832","20,889","21,324","22,366"
NUTS3,UKI34,Wandsworth,"3,929","4,010","4,197","4,572","4,847","5,273","5,110","5,527","5,660","6,129","6,242","6,144","6,027","6,819","7,116","8,294","8,775","9,530","8,503","8,630","8,732"
NUTS2,UKI4,Inner London - East,"41,116","43,069","47,496","49,390","51,546","54,742","58,266","63,773","67,588","75,262","78,472","78,894","82,005","88,155","90,972","94,067","99,968","104,121","108,981","113,717","115,826"
NUTS3,UKI41,Hackney and Newham,"5,801","6,155","6,697","7,046","7,363","7,757","8,035","8,588","8,953","9,591","10,018","9,697","10,380","10,994","11,855","12,095","13,073","14,007","16,013","15,610","16,398"
NUTS3,UKI42,Tower Hamlets,"11,091","11,166","12,585","12,842","13,684","14,909","16,372","18,703","20,432","23,368","24,182","25,798","25,631","27,823","28,318","29,293","30,952","31,799","32,492","35,880","36,078"
NUTS3,UKI43,Haringey and Islington,"9,828","10,383","11,416","11,769","12,222","12,839","13,571","14,499","15,153","16,737","17,527","17,196","17,882","18,753","19,264","20,424","22,130","22,967","23,336","23,806","24,585"
NUTS3,UKI44,Lewisham and Southwark,"9,343","9,935","10,924","11,448","11,815","12,402","13,079","14,176","14,902","16,364","17,023","16,814","17,879","19,869","20,338","21,227","21,392","22,767","23,921","24,467","25,445"
NUTS3,UKI45,Lambeth,"5,053","5,430","5,874","6,285","6,462","6,835","7,209","7,808","8,148","9,201","9,721","9,389","10,232","10,716","11,197","11,028","12,421","12,581","13,219","13,954","13,320"
NUTS2,UKI5,Outer London - East and North East,"22,816","24,407","25,138","25,677","26,632","27,849","29,559","30,682","32,841","34,634","34,667","31,298","33,843","34,224","35,673","37,387","39,105","40,477","42,006","42,667","43,390"
NUTS3,UKI51,Bexley and Greenwich,"7,613","8,459","8,836","8,808","9,055","9,211","9,981","10,154","10,764","11,227","11,398","9,880","11,127","10,851","10,976","11,564","11,972","12,284","13,025","13,175","13,147"
NUTS3,UKI52,Barking & Dagenham and Havering,"5,802","5,957","6,010","6,145","6,265","6,598","6,905","7,210","7,777","8,257","8,210","7,647","8,241","8,347","8,816","9,350","9,717","9,957","10,149","10,344","10,557"
NUTS3,UKI53,Redbridge and Waltham Forest,"5,168","5,480","5,647","5,880","6,223","6,618","6,993","7,359","7,885","8,339","8,266","7,591","7,946","8,256","8,872","9,093","9,654","10,211","10,488","10,899","11,028"
NUTS3,UKI54,Enfield,"4,233","4,510","4,645","4,844","5,089","5,422","5,680","5,958","6,416","6,810","6,794","6,181","6,528","6,770","7,009","7,379","7,763","8,025","8,345","8,249","8,657"
NUTS2,UKI6,Outer London - South,"19,187","20,342","21,077","21,792","22,584","23,865","24,990","26,322","27,896","29,636","29,389","27,472","27,923","28,445","29,954","30,878","32,749","33,144","34,731","35,265","36,356"
NUTS3,UKI61,Bromley,"4,751","5,080","5,180","5,350","5,626","5,936","6,248","6,560","7,096","7,382","7,306","6,769","6,931","7,122","7,673","7,775","7,948","7,984","8,641","8,779","9,310"
NUTS3,UKI62,Croydon,"5,627","5,881","6,107","6,337","6,525","6,964","7,321","7,764","8,095","8,790","8,549","8,177","8,129","8,125","8,239","8,692","9,565","9,573","9,540","9,897","10,188"
NUTS3,UKI63,"Merton, Kingston upon Thames and Sutton","8,809","9,381","9,790","10,105","10,433","10,965","11,421","11,998","12,705","13,464","13,535","12,526","12,863","13,199","14,042","14,411","15,236","15,586","16,550","16,589","16,859"
NUTS2,UKI7,Outer London - West and North West,"36,484","38,900","41,512","42,528","44,011","45,909","47,427","49,595","53,331","56,247","56,576","53,670","55,771","58,229","61,923","65,755","71,863","75,097","77,662","79,208","81,348"
NUTS3,UKI71,Barnet,"4,798","5,112","5,407","5,592","5,864","6,183","6,441","6,700","7,116","7,448","7,337","7,214","7,196","7,469","8,491","8,461","9,175","9,363","9,803","10,322","10,362"
NUTS3,UKI72,Brent,"4,410","4,765","5,111","5,283","5,491","5,686","5,828","6,101","6,557","6,770","6,758","6,741","7,068","7,283","7,439","7,777","8,520","9,211","10,179","9,620","9,843"
