geo,eu_fborn,fborn,native_born,non_eu_fborn,OTH,total_pop,UNK,pct_fborn,pct_non_eu_fborn,pct_eu_fborn,pct_fborn_sq,pct_non_eu_fborn_sq,pct_eu_fborn_sq,country_code,non_eu_prop
ES52,365330,784510,4224090,419175,0,5009930,1330,0.15659101025363628,0.08366883369627919,0.0729211785394207,0.024520744492254422,0.007000473732095623,0.005317498279578071,ES,0.5343144128181923
ES53,84805,234185,865975,149380,0,1100505,345,0.21279776102789175,0.1357376840632255,0.07706007696466623,0.04528288709848372,0.018424718874848024,0.005938255461800283,ES,0.6378717680466297
ES6,349650,971250,9024970,621600,0,9998235,2020,0.09714214558869641,0.0621709731767657,0.03497117241193071,0.00943659644957549,0.0038652299057461196,0.0012229828998649834,ES,0.6399999999999999
ES61,296095,719010,7650575,422915,0,8371270,1685,0.08589019348318713,0.05051981360056479,0.03537037988262235,0.007377125336579322,0.002552251566235811,0.001251063773041016,ES,0.5881907066661104
ES62,52470,225475,1236460,173005,0,1462130,190,0.1542099539712611,0.11832395204256803,0.035886001928693075,0.02378070990381847,0.014000557626971938,0.001287805134426163,ES,0.7672912739771592
ES63,605,9875,73630,9270,0,83515,10,0.11824223193438305,0.11099802430701072,0.0072442076273723285,0.013981225412824434,0.012320561400059743,5.2478544148479424e-5,ES,0.9387341772151899
ES64,480,16885,64305,16405,0,81325,130,0.20762373193974792,0.20172148785736244,0.00590224408238549,0.0431076140645883,0.04069155866338802,3.483648520805454e-5,ES,0.9715724015398283
ES7,111460,324070,1758245,212610,0,2082655,340,0.15560426474860214,0.1020860392143682,0.053518225534233944,0.024212687207953068,0.01042155940247752,0.00286420046433313,ES,0.656061961921807
ES70,111460,324070,1758245,212610,0,2082655,340,0.15560426474860214,0.1020860392143682,0.053518225534233944,0.024212687207953068,0.01042155940247752,0.00286420046433313,ES,0.656061961921807
ESZ,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,ES,NA
ESZZ,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,ES,NA
FR,2122668,7325037,57606286,5202368,0,64932339,1016,0.11281030550893908,0.08011983058241595,0.03269045952587662,0.012726165029020173,0.006419187252555035,0.0010686661440129773,FR,0.7102172999262666
FR1,568710,2515076,9336597,1946366,0,11851840,168,0.2122097497097497,0.1642247954747955,0.04798495423495423,0.045032977871874616,0.026969783448738408,0.0023025558329306524,FR,0.7738795964813787
FR10,568710,2515076,9336597,1946366,0,11851840,168,0.2122097497097497,0.1642247954747955,0.04798495423495423,0.045032977871874616,0.026969783448738408,0.0023025558329306524,FR,0.7738795964813787
FR2,227216,689629,10079887,462413,0,10769797,281,0.06403361177559799,0.04293609248159459,0.021097519294003407,0.004100303437028002,0.0018435080375880438,4.4510532036084603e-4,FR,0.6705242963970484
FR21,33629,92986,1243327,59356,0,1336338,26,0.06958269539592528,0.044416906501199546,0.025165040581050603,0.004841751498562121,0.0019728615831363025,6.332792674459236e-4,FR,0.638332652227217
FR22,37480,116139,1801413,78659,0,1917736,184,0.06056047339154086,0.041016594567761154,0.01954387882377971,0.0036675709374075285,0.0016823610299360938,3.8196319947858494e-4,FR,0.6772832554094663
FR23,23279,101800,1737974,78521,0,1839808,35,0.05533186071590079,0.04267890997321459,0.012652950742686193,0.0030616148102838446,0.001821489356501756,1.600971624968431e-4,FR,0.7713261296660118
FR24,63603,198942,2358114,135340,0,2557060,4,0.07780106841450729,0.052927971967806776,0.024873487520824696,0.006053006246438844,0.00280137021662494,6.186903814486219e-4,FR,0.6802987805491048
FR25,20567,56151,1419855,35584,0,1476006,0,0.038042528282405355,0.024108303082778795,0.01393422519962656,0.0014472339581176113,5.812102775311215e-4,1.9416263191390784e-4,FR,0.6337197912770921
FR26,48658,123612,1519204,74954,0,1642847,31,0.07524255149749186,0.04562445559446497,0.02961809590302688,0.005661441555852714,0.002081590948291306,8.772316049208976e-4,FR,0.6063650778241594
FR3,82295,226922,3815010,144627,0,4042431,499,0.05613503359735763,0.03577723404555328,0.020357799551804348,0.00315114199697647,0.0012800104759502968,4.144400025914453e-4,FR,0.637342346709442
FR30,82295,226922,3815010,144627,0,4042431,499,0.05613503359735763,0.03577723404555328,0.020357799551804348,0.00315114199697647,0.0012800104759502968,4.144400025914453e-4,FR,0.637342346709442
FR4,216415,557031,4819203,340616,0,5376273,39,0.10360913591999514,0.06335541368527975,0.040253722234715385,0.010734853046088027,0.004013908443232932,0.0016203621537496198,FR,0.6114848186187124
FR41,109585,224988,2125458,115403,0,2350475,29,0.09572022676267562,0.04909773556408811,0.046622491198587517,0.009162361811498043,0.0024105876375211228,0.0021736566855623703,FR,0.5129295784664072
FR42,80307,234154,1617836,153847,0,1851998,8,0.12643318189328498,0.08307082405056593,0.04336235784271905,0.015985349483660486,0.006900761808440082,0.0018802940776800185,FR,0.6570334053656995
FR43,26523,97889,1075909,71366,0,1173800,2,0.08339495655137161,0.060799113988754476,0.022595842562617142,0.006954718778205158,0.00369653226181756,5.105721011145804e-4,FR,0.7290502507942671
FR5,123882,378259,8218294,254377,0,8596563,11,0.04400118977782167,0.029590546826679453,0.014410642951142218,0.0019361047018638783,8.756004615019094e-4,2.076666302653049e-4,FR,0.6724942433623522
FR51,39411,150932,3449563,111521,0,3600501,6,0.04191972172761513,0.03097374504270378,0.01094597668491135,0.0017572630697206878,9.593728819704168e-4,1.1981440558662286e-4,FR,0.738882410622002
FR52,42689,130730,3087437,88041,0,3218171,4,0.040622452939884174,0.02735746484571516,0.013264988094169016,0.0016501836828531043,7.484308827845408e-4,1.7595990913844576e-4,FR,0.6734567429052245
FR53,41781,96597,1681295,54815,0,1777891,0,0.05433235220831873,0.030831473920504688,0.023500315823635983,0.0029520044964887974,9.505797841107607e-4,5.522648438106357e-4,FR,0.5674606871849023
FR6,278642,677722,6221262,399080,0,6898984,0,0.09823504446451825,0.057846198802606295,0.040388845661911955,0.009650123960945878,0.00334618271591065,0.0016312588539017442,FR,0.5888550172489605
FR61,132443,306917,2947571,174474,0,3254488,0,0.0943057709845604,0.053610276024984575,0.04069549495957582,0.008893578440992355,0.002874061695475036,0.001656123310004861,FR,0.5684729096139999
FR62,123000,317346,2585992,194346,0,2903338,0,0.10930384268039064,0.06693881318675263,0.04236502949363801,0.011947330024699587,0.004480804710850967,0.0017947957239968185,FR,0.6124104289954813
FR63,23200,53460,687699,30260,0,741159,0,0.07213027164211727,0.04082794650000877,0.03130232514210851,0.005202776087165627,0.001666921215407578,9.798355593022786e-4,FR,0.5660306771417882
FR7,266638,858392,6774723,591754,0,7633124,9,0.11245618438793867,0.07752448407755462,0.034931700310384055,0.01264639340709406,0.0060100456314910195,0.0012202236865744855,FR,0.6893750174745339
FR71,228851,773527,5509516,544676,0,6283052,9,0.12311325769705551,0.08668971703560627,0.03642354066144925,0.015156874220781599,0.007515107039713483,0.0013266743143162466,FR,0.7041460737634239
FR72,37787,84865,1265206,47077,0,1350071,0,0.06285965701063129,0.034870017947204256,0.02798889836164172,0.003951336479494207,0.001215918151638347,7.833784314983107e-4,FR,0.5547280975667236
FR8,353159,1281830,6618729,928671,0,7900569,9,0.16224527625795054,0.11754482493602676,0.044700451321923775,0.02632352966801869,0.013816785869241179,0.001998130348383677,FR,0.7244884267024488
FR81,128875,385937,2283711,257062,0,2669651,3,0.14456458915416284,0.0962904889066024,0.04827410024756045,0.020898920437311896,0.00927185825387252,0.002330388754711516,FR,0.6660724418752284
FR82,207097,849218,4067209,642121,0,4916433,6,0.17273051417562285,0.13060708851315578,0.04212342566246708,0.029835830527375047,0.017058211569883307,0.0017743829895413901,FR,0.7561321121313962
FR83,17187,46675,267810,29488,0,314485,0,0.1484172536051004,0.09376599837830103,0.054651255226799374,0.022027681167680693,0.008792062451879553,0.002986759697864766,FR,0.6317728976968399
FR9,5711,140176,1722582,134466,0,1862758,0,0.07525185772923805,0.07218651053974805,0.003065884027876944,0.0056628420917014845,0.005210892303905156,9.399644872390953e-6,FR,0.9592654948065288
FR91,1168,20395,384265,19227,0,404660,0,0.05040033608461424,0.04751396233875352,0.0028863737458607224,0.0025401938774420687,0.0022575766171284875,8.331153400794058e-6,FR,0.9427310615346898
FR92,1213,12325,379890,11111,0,392215,0,0.031424091378453145,0.028328850247950742,0.0030926915084838673,9.874735189613732e-4,8.025237563708188e-4,9.564740766648219e-6,FR,0.9015010141987829
FR93,1158,73207,164042,72049,0,237249,0,0.30856610565271086,0.3036851577878094,0.004880947864901433,0.09521304155767993,0.0922246750606067,2.3823652059885855e-5,FR,0.9841818405343751
FR94,2173,34250,794384,32078,0,828635,0,0.04133303565502302,0.03871185745231616,0.002622385006667592,0.0017084198364594042,0.0014986079074084462,6.876903123194986e-6,FR,0.9365839416058395
FRZ,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,FR,NA
FRZZ,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,FR,NA
HR,71549,584000,3692499,0,947,4284889,7443,0.13629291213844746,0,0.0166979821414277,0.01857575789917856,0,2.788226075954384e-4,HR,0
HR0,71549,584000,3692499,0,947,4284889,7443,0.13629291213844746,0,0.0166979821414277,0.01857575789917856,0,2.788226075954384e-4,HR,0
HR03,45639,394964,2472546,0,580,2872954,4864,0.13747661814285922,0,0.015885739903945557,0.01889982053599753,0,2.5235673229580816e-4,HR,0
HR04,25910,189036,1219953,0,367,1411935,2579,0.1338843502002571,0,0.018350703113103647,0.017925019228545083,0,0.00033674830474527187,HR,0
HRZ,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,HR,NA
HRZZ,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,HR,NA
IT,1504768,4803567,54630177,3298799,0,59433744,0,0.08082221776235399,0.055503806053342354,0.025318411709011637,0.0065322308840253685,0.0030806724864070436,6.410219714670176e-4,IT,0.6867394584066382
ITC,395684,1535465,14230102,1139781,0,15765567,0,0.0973935793111659,0.07229559203294116,0.025097987278224754,0.009485509291040363,0.0052266526273934645,6.299089654179316e-4,IT,0.7423034715867832
ITC1,153955,402359,3961557,248404,0,4363916,0,0.09220136226270166,0.056922268897934794,0.035279093364766874,0.008501091203097945,0.003240144696488795,0.001244614428639938,IT,0.6173690659336564
ITC2,4172,10669,116137,6497,0,126806,0,0.08413639733135655,0.05123574594262101,0.03290065138873555,0.007078933355899902,0.002625101662296805,0.0010824528618031063,IT,0.6089605398819008
ITC3,34194,138087,1432607,103893,0,1570694,0,0.08791464155335157,0.06614464688857283,0.021769994664778754,0.007728984199454291,0.004375114312013987,4.739326677044954e-4,IT,0.7523735036607357
ITC4,203363,984350,8719801,780987,0,9704151,0,0.1014359731211932,0.08047968338497619,0.020956289736217007,0.010289256643043428,0.006476979437746012,4.3916607950827426e-4,IT,0.7934037689846092
ITH,333714,1257436,10190369,923722,0,11447805,0,0.10984079480738884,0.08068987897679948,0.029150915830589357,0.0120650002039189,0.006510856569290547,8.497758937621052e-4,IT,0.7346075665083551
ITH1,20361,47633,457010,27272,0,504643,0,0.09438949911125291,0.054042164460816854,0.04034733465043605,0.008909377542473213,0.002920555539609976,0.0016279074133942776,IT,0.5725442445363508
ITH2,15172,55312,469520,40140,0,524832,0,0.10538991524907018,0.07648161697457471,0.028908298274495457,0.011107034236206195,0.0058494377350455555,8.35689709127197e-4,IT,0.725701475267573
ITH3,132325,505876,4351334,373551,0,4857210,0,0.1041495014627739,0.07690649570432409,0.02724300575844981,0.010847118654944341,0.00591460908151922,7.421813627549296e-4,IT,0.7384240406739992
ITH4,56996,169175,1049810,112179,0,1218985,0,0.13878349610536636,0.09202656308322088,0.046756933022145473,0.01926085879122824,0.008468888312910032,0.0021862107856373976,IT,0.6630944288458697
ITH5,108860,479440,3862695,370580,0,4342135,0,0.11041572866804003,0.08534511248498722,0.025070616183052806,0.012191633137294237,0.007283788225075121,6.285357957979493e-4,IT,0.7729434340063407
ITI,396508,1109692,10490983,713184,0,11600675,0,0.09565753716917334,0.06147780193824928,0.03417973523092406,0.009150364417271779,0.003779520131158607,0.0011682543004560713,IT,0.6426864391200441
ITI1,112285,356610,3315592,244325,0,3672202,0,0.09711067092714398,0.0665336492927132,0.030577021634430785,0.009430482407920047,0.004426726488205756,9.349542520324483e-4,IT,0.6851322172681641
ITI2,33693,95613,788655,61920,0,884268,0,0.1081267217630854,0.07002401986728006,0.03810270189580534,0.011691387959231685,0.004903363358373233,0.001451815891760608,IT,0.6476106805559914
ITI3,41054,153256,1388063,112202,0,1541319,0,0.09943172049394058,0.07279609217819283,0.026635628315747745,0.009886667040385124,0.005299271036415947,7.094566957746631e-4,IT,0.7321214177585216
ITI4,209476,504213,4998673,294737,0,5502886,0,0.09162701171712444,0.0535604408305024,0.03806657088662204,0.008395509276210059,0.0028687208219577483,0.0014490638190662207,IT,0.5845485935507414
ITF,250323,630198,13347233,379875,0,13977431,0,0.04508682604120886,0.027177741031238142,0.017909085009970717,0.0020328218824702295,7.386296075610453e-4,3.2073532589435783e-4,IT,0.6027867432140375
ITF1,41333,110543,1196766,69210,0,1307309,0,0.08455766769753746,0.05294081200389503,0.031616855693642434,0.00714999916644717,0.0028027295756317557,9.9962556395261e-4,IT,0.6260912043277277
ITF2,8548,18306,295354,9758,0,313660,0,0.05836255818402091,0.031110119237390807,0.027252438946630108,0.003406188197783226,9.678395189646736e-4,7.426954285398015e-4,IT,0.5330492734622528
ITF3,74179,221656,5545154,147477,0,5766810,0,0.03843650128927431,0.025573410603089056,0.012863090686185257,0.0014773646313603857,6.539993298741877e-4,1.6545910200102591e-4,IT,0.6653417908831704
ITF4,64513,151476,3901090,86963,0,4052566,0,0.03737779964595271,0.0214587498389909,0.01591904980696181,0.0013970999063729827,4.60477944652392e-4,2.534161467565309e-4,IT,0.5741041485119754
ITF5,10640,22713,555323,12073,0,578036,0,0.039293400411047064,0.020886242379367374,0.018407158031679687,0.0015439713158628735,4.3623512072968166e-4,3.3882346680323e-4,IT,0.531545810769163
ITF6,51110,105504,1853546,54394,0,1959050,0,0.05385467445955948,0.027765498583497104,0.026089175876062378,0.002900325961145128,7.709229115901797e-4,6.806450978921151e-4,IT,0.5155633909614802
ITG,128539,270776,6371490,142237,0,6642266,0,0.04076560619523518,0.021413927114632265,0.019351679080602913,0.0016618346484649968,4.585562744707829e-4,3.744874832386444e-4,IT,0.5252939699234792
ITG1,101164,218101,4784803,116937,0,5002904,0,0.04359488009364161,0.023373824482740425,0.02022105561090119,0.0019005135703789896,5.463356709499558e-4,4.0889109001915845e-4,IT,0.5361598525453805
ITG2,27375,52675,1586687,25300,0,1639362,0,0.0321314023382267,0.015432833016746758,0.016698569321479943,0.0010324270162210003,2.3817233492278887e-4,2.7884221738427113e-4,IT,0.4803037494067394
ITZ,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,IT,NA
ITZZ,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,IT,NA
CY,106561,196966,638124,90405,0,840407,5317,0.23436977559682393,0.10757287837916628,0.12679689721765763,0.054929191713305604,0.0115719241627789,0.016077453144025235,CY,0.4589878456180254
CY0,106561,196966,638124,90405,0,840407,5317,0.23436977559682393,0.10757287837916628,0.12679689721765763,0.054929191713305604,0.0115719241627789,0.016077453144025235,CY,0.4589878456180254
CY00,106561,196966,638124,90405,0,840407,5317,0.23436977559682393,0.10757287837916628,0.12679689721765763,0.054929191713305604,0.0115719241627789,0.016077453144025235,CY,0.4589878456180254
CYZ,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,CY,NA
CYZZ,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,CY,NA
LV,29745,302050,1768321,272305,0,2070371,0,0.14589172665188993,0.13152473638782614,0.014366990264063784,0.02128439590546977,0.017298756281887158,2.0641040924770357e-4,LV,0.9015229266677701
LV0,29745,302050,1768321,272305,0,2070371,0,0.14589172665188993,0.13152473638782614,0.014366990264063784,0.02128439590546977,0.017298756281887158,2.0641040924770357e-4,LV,0.9015229266677701
LV00,29745,302050,1768321,272305,0,2070371,0,0.14589172665188993,0.13152473638782614,0.014366990264063784,0.02128439590546977,0.017298756281887158,2.0641040924770357e-4,LV,0.9015229266677701
LVZ,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,LV,NA
LVZZ,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,LV,NA
LT,18812,179563,2863825,160751,32,3043429,9,0.05900022638937856,0.05281904062818617,0.006181185761192392,0.0034810267139979223,0.002789851052881981,3.820705741436757e-5,LT,0.895234541637197
LT0,18812,179563,2863825,160751,32,3043429,9,0.05900022638937856,0.05281904062818617,0.006181185761192392,0.0034810267139979223,0.002789851052881981,3.820705741436757e-5,LT,0.895234541637197
LT00,18812,179563,2863825,160751,32,3043429,9,0.05900022638937856,0.05281904062818617,0.006181185761192392,0.0034810267139979223,0.002789851052881981,3.820705741436757e-5,LT,0.895234541637197
LTZ,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,LT,NA
LTZZ,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,LT,NA
LU,160758,201578,306221,40820,1197,512353,3357,0.39343577572493965,0.07967163264389981,0.31376414308103984,0.15479170962028502,0.006347569048144522,0.09844793748337924,LU,0.20250225719076487
LU0,160758,201578,306221,40820,1197,512353,3357,0.39343577572493965,0.07967163264389981,0.31376414308103984,0.15479170962028502,0.006347569048144522,0.09844793748337924,LU,0.20250225719076487
LU00,160758,201578,306221,40820,1197,512353,3357,0.39343577572493965,0.07967163264389981,0.31376414308103984,0.15479170962028502,0.006347569048144522,0.09844793748337924,LU,0.20250225719076487
LUZ,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,LU,NA
LUZZ,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,LU,NA
HU,263481,383142,9544643,119661,94,9937628,9749,0.03855467320773126,0.012041203393807858,0.026513469813923402,0.0014864628261549507,1.4499057917104988e-4,7.029640815738275e-4,HU,0.31231501636468983
HU1,124016,183028,2759503,59012,44,2946516,3941,0.062116750765989395,0.02002772087441575,0.04208902989157364,0.0038584907257240442,4.011096034235084e-4,0.0017714864372137796,HU,0.32242061323950433
HU10,124016,183028,2759503,59012,44,2946516,3941,0.062116750765989395,0.02002772087441575,0.04208902989157364,0.0038584907257240442,4.011096034235084e-4,0.0017714864372137796,HU,0.32242061323950433
HU2,73350,95615,2904969,22265,36,3003215,2595,0.031837547428339295,0.007413721628321649,0.02442382580001765,0.001013629426251754,5.49632683822442e-5,5.965232667096078e-4,HU,0.23286095277937563
HU21,25442,32736,1049528,7294,8,1083483,1211,0.030213672018850318,0.006731993026194228,0.02348167899265609,9.128659768626586e-4,4.531973010472772e-5,5.513892483141464e-4,HU,0.22281280547409582
HU22,23937,29363,956959,5426,4,986793,467,0.029755987324595938,0.0054986202780117005,0.02425736704658424,8.854187816615142e-4,3.0234824961761472e-5,5.884198560327109e-4,HU,0.18479038245410892
HU23,23971,33516,898482,9545,24,932939,917,0.03592517838786888,0.010231108357566786,0.025694070030302087,0.001290618442200201,1.0467557822427294e-4,6.601852347220678e-4,HU,0.2847893543382265
HU3,66115,104499,3880171,38384,14,3987897,3213,0.026204036864542892,0.009625123216572544,0.016578913647970345,6.866515479983229e-4,9.26429969342038e-5,2.748603777468574e-4,HU,0.36731451975616985
HU31,15485,20883,1175516,5398,4,1197575,1172,0.017437738763751747,0.0045074421226228,0.012930296641128948,3.0407473319285033e-4,2.0317034488794337e-5,1.6719257122759055e-4,HU,0.2584877651678399
HU32,23289,38198,1453173,14909,4,1492587,1212,0.025591808048710057,0.009988697476261015,0.015603110572449043,6.549406392020209e-4,9.977407727226316e-5,2.434570595360711e-4,HU,0.39030839310958687
HU33,27341,45418,1251482,18077,6,1297735,829,0.03499790018763461,0.013929654359326056,0.021068245828308553,0.0012248530175436344,1.940352705702914e-4,4.4387098228204077e-4,HU,0.39801400325861996
HUZ,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,HU,NA
HUZZ,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,HU,NA
MT,17561,35116,382316,17555,0,417432,0,0.08412388125491098,0.04205475382816842,0.04206912742674256,0.007076827397390363,0.0017686023195478467,0.0017698114824475032,MT,0.4999145688575009
MT0,17561,35116,382316,17555,0,417432,0,0.08412388125491098,0.04205475382816842,0.04206912742674256,0.007076827397390363,0.0017686023195478467,0.0017698114824475032,MT,0.4999145688575009
MT00,17561,35116,382316,17555,0,417432,0,0.08412388125491098,0.04205475382816842,0.04206912742674256,0.007076827397390363,0.0017686023195478467,0.0017698114824475032,MT,0.4999145688575009
MTZ,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,MT,NA
MTZZ,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,MT,NA
NL,452711,1868655,14787144,1415944,0,16655799,0,0.11219245621299825,0.08501207297230232,0.027180383240695927,0.01258714723110553,0.007227052551048054,7.387732331111041e-4,NL,0.7577343062256007
NL1,26948,97569,1620160,70621,0,1717729,0,0.056801160136435956,0.041113004437836234,0.015688155698599722,0.0032263717928450414,0.0016902791339055419,2.461182292235069e-4,NL,0.7238057169797784
NL11,12521,43565,535471,31044,0,579036,0,0.07523711824480689,0.05361324684475577,0.02162387140005112,0.005660623961783053,0.0028743802372367144,4.675918143259488e-4,NL,0.7125903821875359
NL12,8332,30706,616576,22374,0,647282,0,0.04743836534926044,0.034566077845514014,0.012872287503746435,0.002250398507009914,0.0011948137376221347,1.656957855791066e-4,NL,0.7286523806422198
NL13,6095,23298,468113,17203,0,491411,0,0.047410416128251094,0.035007356367684074,0.01240305976056702,0.0022477475574539316,0.0012255149998540308,0.00015383589142419683,NL,0.738389561335737
NL2,64137,288389,3242714,224252,0,3531103,0,0.08167108124571841,0.06350763486649923,0.018163446379219184,0.006670165511844737,0.0040332196863365885,3.299107843707705e-4,NL,0.7776024744355714
NL21,19547,84098,1050367,64551,0,1134465,0,0.07413009656534138,0.056899948433843266,0.017230148131498108,0.005495271216786837,0.0032376041317740225,2.9687800463336773e-4,NL,0.767568788794026
NL22,35843,146892,1857779,111049,0,2004671,0,0.07327486654917441,0.05539512468629516,0.017879741862879245,0.005369206067799319,0.003068619839010187,3.1968516908319655e-4,NL,0.7559907959589357
NL23,8747,57399,334568,48652,0,391967,0,0.14643834812624532,0.12412269400230122,0.02231565412394411,0.021444189801943413,0.015406443166388903,4.979884189795038e-4,NL,0.847610585550271
NL3,253425,1165866,6664259,912441,0,7830125,0,0.14889494101307452,0.11652955731868904,0.03236538369438546,0.02216970345928694,0.013579137728889634,0.0010475180616847924,NL,0.7826293930863409
NL31,26249,131425,1097369,105176,0,1228794,0,0.10695446104066263,0.08559286585058196,0.02136159519008068,0.011439256736498619,0.007326138684515719,4.563177490648781e-4,NL,0.8002739204869699
NL32,95156,428495,2262982,333339,0,2691477,0,0.15920440709692113,0.12384984155539877,0.035354565541522366,0.02534604323908219,0.01533878325329738,0.0012499453046298007,NL,0.7779297308019931
NL33,113789,570895,2957429,457106,0,3528324,0,0.16180345115697992,0.12955329499218327,0.03225015616479666,0.026180356806309184,0.01678405624333166,0.0010400725726537718,NL,0.8006831378799955
NL34,18231,35051,346479,16820,0,381530,0,0.09186957775273243,0.04408565512541609,0.04778392262731633,0.008440019316465349,0.0019435449878371259,0.0022833032616533535,NL,0.4798721862429032
NL4,108201,316831,3260011,208630,0,3576842,0,0.08857841637958848,0.0583279887677454,0.030250427611843073,0.007846135848315748,0.0034021542736902334,9.150883706993578e-4,NL,0.6584898573687549
NL41,60099,210979,2243236,150880,0,2454215,0,0.0859659809755869,0.06147790637739562,0.024488074598191276,0.007390149885094969,0.0037795329725478213,5.996657975265808e-4,NL,0.7151422653439441
NL42,48102,105852,1016775,57750,0,1122627,0,0.09428955476752296,0.051441841323966016,0.042847713443556944,0.008890520138257712,0.0026462630388000975,0.0018359265473411705,NL,0.5455730642784264
NLZ,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NL,NA
NLZZ,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NL,NA
AT,544674,1312688,7086156,768014,2461,8401940,635,0.15623629780741113,0.09140912693973059,0.06482717086768056,0.02440978075256606,0.00835562848788378,0.00420256208270745,AT,0.5850697195373159
AT1,275526,715748,2897276,440222,1209,3614605,372,0.1980155508001566,0.12178979445886895,0.07622575634128764,0.03921015835868939,0.014832754034333547,0.005810365929801354,AT,0.6150516662288962
AT11,15942,25485,260152,9543,43,285685,5,0.0892066436809773,0.033403923902199976,0.05580271977877733,0.007957825276824848,0.001115822132063967,0.0031139435347087466,AT,0.3744555620953502
AT12,78927,166928,1447316,88001,351,1614693,98,0.10338064263609244,0.05450014337090704,0.048880499265185395,0.010687557271851453,0.002970265627449423,0.00238930320841379,AT,0.5271793827278827
AT13,180657,523335,1189808,342678,815,1714227,269,0.3052892061553108,0.19990234665537296,0.10538685949993787,0.09320149939493985,0.0399609481983249,0.011106390155259644,AT,0.6547966407750294
AT2,82902,170935,1593020,88033,651,1764748,142,0.09686085492092922,0.0498841760976638,0.046976678823265415,0.009382025216013298,0.0024884310249427325,0.002206808353264233,AT,0.5150086290110276
AT21,27568,54175,501694,26607,285,556173,19,0.09740674214677807,0.04783943125610197,0.049567310890676106,0.00948807341564891,0.002288611182907306,0.002456918308932938,AT,0.4911305952930319
AT22,55334,116760,1091326,61426,366,1208575,123,0.09660964358852367,0.05082514531576443,0.04578449827275924,0.009333423234301573,0.002583195396368571,0.002096220282088294,AT,0.5260877012675573
AT3,186246,426005,2595860,239759,601,3022587,121,0.14094052545054947,0.0793224479560059,0.06161807749454358,0.019864231714276984,0.0062920507497332655,0.003796787474123578,AT,0.5628079482635181
AT31,68336,173826,1239520,105490,362,1413762,54,0.1229528025226311,0.07461651961221195,0.04833628291041915,0.015117391648169122,0.005567624999039611,0.0023363962455960783,AT,0.6068712390551471
AT32,35752,83123,445806,47371,111,529066,26,0.15711272317631447,0.08953703318678577,0.06757568998952872,0.024684407783877222,0.008016880311891576,0.004566473877560892,AT,0.5698904033781265
AT33,56213,104420,604776,48207,92,709319,31,0.14721162128746024,0.06796236954036196,0.07924925174709828,0.021671261442082618,0.004618883673540719,0.0062804439024749595,AT,0.46166443210113006
AT34,25945,64636,305758,38691,36,370440,10,0.17448439693337653,0.10444606413994169,0.07003833279343484,0.030444804773204097,0.010908980314324813,0.004905368060483931,AT,0.5985983043505168
ATZ,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,AT,NA
ATZZ,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,AT,NA
PL,223923,639772,37386860,415848,633,38044565,17300,0.016816383627989963,0.010930549475332415,0.005885807867694111,2.8279075832372884e-4,1.1947691183268974e-4,3.4642734255409896e-5,PL,0.6499940603840118
PL1,32007,85699,7676867,53693,127,7766960,4267,0.011033789281778198,0.006913000710702772,0.0041209173215775545,1.2174450591468346e-4,4.7789578826177025e-5,1.6981959571277924e-5,PL,0.6265300645281742
PL11,11558,22165,2501664,10606,48,2524908,1031,0.008778537673451865,0.004200549089313353,0.0045775925301040675,7.706272368421369e-5,1.764461265173124e-5,2.0954353371664557e-05,PL,0.47850214301827204
PL12,20448,63534,5175203,43086,78,5242052,3236,0.012120062906663268,0.008219300380843227,0.0039007625258200415,1.4689592486147486e-4,6.755689875052962e-5,1.5215948282841949e-5,PL,0.6781565775805082
PL2,36035,80599,7792189,44564,68,7875493,2638,0.01023415296032896,0.005658566390700874,0.0045755865696280856,1.0473788681541002e-4,3.2019373597969516e-5,2.0935992456160912e-5,PL,0.5529100857330735
PL21,11137,26864,3266268,15728,20,3294314,1161,0.00815465678135114,0.0047742868469733,0.0033806734877124644,6.649842722163613e-5,2.279381489718225e-5,1.1428953230521958e-5,PL,0.5854675402025015
