geo,eu_fborn,fborn,native_born,non_eu_fborn,OTH,total_pop,UNK,pct_fborn,pct_non_eu_fborn,pct_eu_fborn,pct_fborn_sq,pct_non_eu_fborn_sq,pct_eu_fborn_sq,country_code,non_eu_prop
PL22,24898,53734,4525921,28836,47,4581179,1477,0.011729295013357914,0.006294449529258735,0.005434845484099181,1.3757636151038284e-4,3.9620094876385506e-5,2.953754543603326e-5,PL,0.5366434659619608
PL3,21659,62416,6612605,40757,71,6676790,1698,0.009348204751085477,0.006104280649833228,0.0032439241012522484,8.738893206821709e-5,3.726224225192838e-5,1.0523043574685207e-5,PL,0.6529896180466547
PL31,5144,20000,2133245,14856,32,2153720,444,0.009286258195122857,0.006897832587337258,0.0023884256077855988,8.623459126648643e-5,4.758009440293182e-5,5.7045768839260066e-6,PL,0.7428
PL32,8563,22661,2059638,14098,13,2082818,506,0.010879971269693272,0.006768714309171517,0.004111256960521755,1.1837377482935102e-4,4.5815493399183246e-5,1.6902433795438578e-5,PL,0.6221261197652355
PL33,3722,6653,1259427,2931,2,1266328,247,0.00525377311407471,0.0023145662103341313,0.002939206903740579,2.760213193417428e-5,5.3572167420205025e-6,8.638937222996281e-6,PL,0.4405531339245453
PL34,4230,13102,1160296,8872,24,1173924,502,0.011160858794947543,0.007557559092411434,0.0036032997025361095,1.245647690407579e-4,5.711669943529073e-5,1.2983768746296815e-5,PL,0.6771485269424515
PL4,46907,134646,5992050,87739,116,6130008,3196,0.021965061057016566,0.01431303189163864,0.007652029165377924,4.824639072384657e-4,2.048628819310648e-4,5.8553550347794375e-5,PL,0.6516272299214235
PL41,15580,30976,3391324,15396,26,3423381,1054,0.00904836475986751,0.004497308362697579,0.004551056397169933,8.187290482761223e-5,2.0225782509189577e-05,2.0712114330221367e-5,PL,0.49702995867768596
PL42,20374,57107,1637686,36733,61,1696302,1448,0.03366558549126276,0.021654752514587615,0.012010832976675144,0.0011333716464695216,4.6892830646803863e-4,1.442601087935871e-4,PL,0.6432311275325266
PL43,10953,46562,963040,35609,29,1010325,694,0.046086160393932644,0.03524509440031673,0.010841065993615916,0.002123934179855286,0.0012422166792872376,1.1752871187793544e-4,PL,0.7647652592242601
PL5,43636,182349,3662853,138713,155,3848042,2685,0.04738747654001697,0.0360476834712303,0.011339793068786672,0.002245572932830659,0.0012994354836420104,1.2859090684290224e-4,PL,0.7607006344975843
PL51,34272,140097,2733690,105826,111,2876090,2192,0.04871092351073854,0.03679509333852557,0.011916177866478448,0.0023727540692690206,0.0013538788937908087,1.4199529494555085e-4,PL,0.7553766319050372
PL52,9365,42251,929163,32887,44,971952,493,0.043470253675078604,0.0338360330551303,0.009635249477340445,0.0018896629545756848,0.0011448771329078701,9.283803249058933e-5,PL,0.778372109535869
PL6,43679,94063,5650297,50384,97,5747272,2816,0.01636654746808573,0.00876659395970819,0.00759995350837754,2.678638760251034e-4,7.685316965439212e-5,5.775929332950008e-5,PL,0.5356410065594336
PL61,8325,17860,2055533,9536,7,2074048,648,0.008611179683401735,0.004597772086277656,0.004013889746042522,7.41524155398308e-5,2.113950815735399e-5,1.61113108933853e-5,PL,0.5339305711086226
PL62,18117,36252,1389908,18135,42,1426981,779,0.025404683033621332,0.01270864853841782,0.01269603449520351,6.453979200387675e-4,1.615097476730294e-4,1.6118929190339745e-4,PL,0.5002482621648461
PL63,17238,39951,2204856,22713,48,2246243,1389,0.01778569816355577,0.010111550709339995,0.007674147454215773,3.1633105916511106e-4,1.0224345774755415e-4,5.8892539149046424e-5,PL,0.568521438762484
PLZ,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,PL,NA
PLZZ,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,PL,NA
PT,208384,871813,9690365,663429,NA,10562178,0,0.08254102515598583,0.06281176098338809,0.019729264172597735,0.006813020833801085,0.003945317317834274,3.892438647921486e-4,PT,0.7609762644053254
PT1,203503,844383,9203238,640880,NA,10047621,0,0.08403810215373371,0.06378425300874704,0.02025384914498666,0.007062402613601382,0.004068430931883856,4.102184051878768e-4,PT,0.7589920687650035
PT11,63179,174835,3514847,111656,NA,3689682,0,0.047384842379370365,0.030261686508485014,0.01712315587088535,0.0022453232873177738,9.15769670337824e-4,2.9320246697863545e-4,PT,0.6386364286327109
PT15,28729,76881,374125,48152,NA,451006,0,0.17046558138916112,0.10676576364837718,0.06369981774078394,0.029058514438344715,0.01139892828742114,0.004057666780209092,PT,0.6263185962721609
PT16,51054,159253,2168502,108199,NA,2327755,0,0.06841484606412616,0.04648212548141879,0.02193272058270737,0.004680591161978079,0.002160587989270362,4.810442321591156e-4,PT,0.6794157723873334
PT17,47407,392311,2429565,344904,NA,2821876,0,0.13902488982506672,0.12222507296564414,0.016799816859422598,0.01932791999087194,0.014938968461457033,2.8223384651013977e-4,PT,0.8791596463010215
PT18,13134,41103,716199,27969,NA,757302,0,0.05427557302106689,0.03693242590142374,0.017343147119643153,0.0029458378267651643,0.0013640040829641551,3.0078475201358656e-4,PT,0.6804612801985257
PT2,1065,8232,238540,7167,NA,246772,0,0.03335872789457475,0.029043003258068176,0.004315724636506573,0.0011128047267442798,8.434960382481587e-4,1.8625479138149792e-5,PT,0.8706268221574343
PT20,1065,8232,238540,7167,NA,246772,0,0.03335872789457475,0.029043003258068176,0.004315724636506573,0.0011128047267442798,8.434960382481587e-4,1.8625479138149792e-5,PT,0.8706268221574343
PT3,3816,19198,248587,15382,NA,267785,0,0.07169184233620254,0.057441604272083946,0.014250238064118603,0.005139720257558923,0.003299537901350693,2.0306928488405472e-4,PT,0.8012292947181998
PT30,3816,19198,248587,15382,NA,267785,0,0.07169184233620254,0.057441604272083946,0.014250238064118603,0.005139720257558923,0.003299537901350693,2.0306928488405472e-4,PT,0.8012292947181998
PTZ,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,PT,NA
PTZZ,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,PT,NA
RO,72991,150564,19971077,77573,0,20121641,0,0.007482689905858076,0.0038552024658426217,0.003627487440015454,5.599064822723034e-5,1.4862586052639031e-5,1.3158665127469874e-5,RO,0.5152161207194282
RO1,19254,31328,4929609,12074,0,4960937,0,0.006314936069536863,0.0024338144185261775,0.0038811216510106863,3.987841756233769e-5,5.9234526238259155e-6,1.5063105269943915e-5,RO,0.38540602655771194
RO11,10836,17347,2582785,6511,0,2600132,0,0.0066715843657168174,0.002504103637815311,0.004167480727901507,4.451003794887707e-5,6.270535028919875e-6,1.7367895617430474e-5,RO,0.37533867527526377
RO12,8418,13981,2346824,5563,0,2360805,0,0.005922132492942026,0.002356399617926936,0.00356573287501509,3.5071653263959735e-5,5.55261915936621e-6,1.271445093596338e-5,RO,0.39789714612688654
RO2,22678,43492,5804648,20814,0,5848140,0,0.007436894465590769,0.003559080322974484,0.003877814142616285,5.530739929233461e-5,1.2667052745384157e-5,1.5037442524674873e-5,RO,0.4785707716361629
RO21,10492,23720,3278497,13228,0,3302217,0,0.00718305308221719,0.00400579368345569,0.0031772593987614986,5.159625158194987e-5,1.6046383034413505e-5,1.009497728701828e-5,RO,0.5576728499156829
RO22,12186,19772,2526151,7586,0,2545923,0,0.007766142181047895,0.0029796659207682245,0.004786476260279671,6.031296437625135e-5,8.878408999387552e-6,2.2910354990220863e-5,RO,0.38367388225773824
RO3,17986,52592,5356017,34606,0,5408609,0,0.009723757069516396,0.006398317940897558,0.0033254391286188373,9.455145154697009e-5,4.093847247281157e-5,1.1058545398149211e-5,RO,0.6580088226346212
RO31,8113,12913,3123533,4800,0,3136446,0,0.004117080287688677,0.0015303945931159026,0.0025866856945727743,1.695035009527468e-5,2.342107610638389e-6,6.6909428825074355e-6,RO,0.3717184232943545
RO32,9873,39679,2232484,29806,0,2272163,0,0.017463095737409683,0.013117896911445173,0.00434519882596451,3.0495971273393626e-4,1.720792193793028e-4,1.8880752837163356e-5,RO,0.7511782050958946
RO4,13073,23152,3880803,10079,0,3903955,0,0.0059303962263909295,0.002581740824369133,0.003348655402021796,3.5169599401991774e-5,6.665385684214211e-6,1.1213493001489756e-5,RO,0.43534035936420173
RO41,4557,7197,2068445,2640,0,2075642,0,0.0034673609418194467,0.0012718956351817896,0.0021954653066376573,1.202259190085504e-5,1.617718506794488e-6,4.820067912649582e-6,RO,0.3668195081283869
RO42,8516,15955,1812358,7439,0,1828313,0,0.00872662394239936,0.0040687781577880815,0.004657845784611279,7.615396543205773e-5,1.6554955697293375e-5,2.1695527353221057e-5,RO,0.46624882481980573
ROZ,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,RO,NA
ROZZ,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,RO,NA
SI,21191,228588,1821601,207397,0,2050189,0,0.11149606207037498,0.10115994183950845,0.01033612023086652,0.01243137185720091,0.010233333832972733,1.0683538142692814e-4,SI,0.9072960960330375
SI0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SI,NA
SI01,11758,97258,986385,85500,0,1083643,0,0.08975096041777597,0.0789005235118946,0.010850436905881364,0.008055234895913189,0.006225292610451032,1.1773198104851235e-4,SI,0.8791050607662093
SI02,9433,131330,835216,121897,0,966546,0,0.13587558171054456,0.12611608759438248,0.009759494116162086,0.018462173705178872,0.01590526755011395,9.524772540340236e-5,SI,0.9281733038909616
SIZ,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SI,NA
SIZZ,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SI,NA
SK,126556,149662,4987408,23106,46,5397036,259920,0.027730406096976194,0.004281238813304191,0.023449167283672,7.689754223032144e-4,1.832900577654228e-5,5.498634462976332e-4,SK,0.1543878873728802
SK0,126556,149662,4987408,23106,46,5397036,259920,0.027730406096976194,0.004281238813304191,0.023449167283672,7.689754223032144e-4,1.832900577654228e-5,5.498634462976332e-4,SK,0.1543878873728802
SK01,19195,23543,566391,4348,14,602436,12488,0.039079669873646326,0.007217364168144002,0.03186230570550233,0.0015272205974331803,5.209034553560896e-5,0.0010152065248708864,SK,0.18468334536804995
SK02,52007,57218,1714943,5211,14,1838936,66761,0.031114731562164207,0.0028337038374364304,0.028281027724727778,9.681265201855375e-4,8.029877438301952e-6,7.998165291668212e-4,SK,0.0910727393477577
SK03,29073,32742,1238670,3669,9,1349414,77993,0.024263865648348096,0.002718958006957094,0.021544907641391005,5.887351762010868e-4,7.392732643596092e-6,4.641830452760685e-4,SK,0.11205790727505956
SK04,26281,36159,1467404,9878,9,1606250,102678,0.022511439688715953,0.006149727626459144,0.016361712062256808,5.067649168586958e-4,3.781914987963482e-5,2.6770562160819994e-4,SK,0.27318233358223404
SKZ,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SK,NA
SKZZ,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SK,NA
FI,85859,186973,5127141,101114,55380,5375276,5782,0.0347838883063865,0.018810941056794105,0.015972947249592393,0.0012099188857111714,3.538515034421821e-4,2.551350438382612e-4,FI,0.5407946601915784
FI1,82953,183401,5102919,100448,55331,5347269,5618,0.03429806878988134,0.018784916188057867,0.015513152601823474,0.0011763575227154326,3.528730761923585e-4,2.406579036474624e-4,FI,0.5476960321917547
FI19,16601,34900,1316363,18299,7619,1360041,1159,0.025660991102474117,0.013454741437941944,0.012206249664532173,6.584864643612558e-4,1.8103006716187206e-4,1.489925308728918e-4,FI,0.5243266475644699
FI1B,40116,93050,1410957,52934,25772,1532309,2530,0.06072534978258302,0.03454525164310854,0.02618009813947448,0.003687568106217055,0.0011933744110856931,6.853975385925151e-4,FI,0.5688769478774852
FI1C,14080,30810,1110756,16730,14981,1157595,1048,0.026615526155520715,0.014452377558645296,0.01216314859687542,7.083862325352073e-4,2.0887121709763415e-4,1.4794218378967247e-4,FI,0.543005517689062
FI1D,12156,24641,1264843,12485,6959,1297324,881,0.018993713212736373,0.009623656079745692,0.009370057132990679,3.6076114160767624e-4,9.261475634122623e-5,8.77979706755095e-5,FI,0.5066758654275394
FI2,2906,3572,24222,666,49,28007,164,0.12753954368550718,0.02377976934337844,0.10375977434212875,0.016266335203507395,5.65477430024281e-4,0.01076609077152948,FI,0.1864501679731243
FI20,2906,3572,24222,666,49,28007,164,0.12753954368550718,0.02377976934337844,0.10375977434212875,0.016266335203507395,5.65477430024281e-4,0.01076609077152948,FI,0.1864501679731243
FIZ,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,FI,NA
FIZZ,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,FI,NA
SE,483012,1338010,8055559,854998,88392,9482855,894,0.1410978022968821,0.09016250907558958,0.05093529322129253,0.019908589813010028,0.008129278042805773,0.002594404095539049,SE,0.6390071823080545
SE1,225801,647250,2996773,421449,25215,3669570,332,0.17638306395572234,0.11484969628594086,0.06153336766978147,0.031110985250408438,0.013190452736972856,0.0037863553367845078,SE,0.6511378910776361
SE11,152869,439212,1637059,286343,14984,2091473,218,0.21000127661222498,0.136909728215473,0.07309154839675196,0.04410053617876423,0.018744273680034687,0.0053423744470347334,SE,0.6519471234847863
SE12,72932,208038,1359714,135106,10231,1578097,114,0.13182839838108812,0.08561324177157678,0.04621515660951133,0.017378726619722878,0.007329627166638459,0.0021358407004416586,SE,0.6494294311616147
SE2,203915,547923,3503226,344008,59612,4111188,427,0.1332760749447605,0.0836760566532107,0.049600018291549794,0.017762512152681414,0.007001682457031328,0.002460161814522074,SE,0.6278400432177514
SE21,31286,85034,718931,53748,8916,812948,67,0.1045995561831753,0.06611492986021246,0.038484626322962845,0.010941067153717248,0.004371183950420813,0.0014810664632180846,SE,0.632076581132253
SE22,88767,216122,1162591,127355,26926,1405912,273,0.15372370390180892,0.09058532824245046,0.06313837565935848,0.023630977141291025,0.008205701692792493,0.0039864544809022715,SE,0.5892736509934204
SE23,83862,246767,1621704,162905,23770,1892328,87,0.13040392574648793,0.08608708426868915,0.044316841477798775,0.01700518385009554,0.007410986077884387,0.001963982438568346,SE,0.660157152293459
SE3,53296,142837,1555560,89541,3565,1702097,135,0.08391824907746151,0.052606285070709836,0.03131196400675167,0.00704227252822687,0.0027674212289407886,9.804390899601123e-4,SE,0.6268753894299096
SE31,25105,73868,748988,48763,2481,825431,94,0.08949021783771145,0.059075804034498344,0.03041441380321311,0.00800849908864105,0.003489950622322451,9.2503656699308e-4,SE,0.6601370011371636
SE32,8989,26204,341592,17215,634,368454,24,0.07111878280599478,0.04672225026733324,0.02439653253866154,0.005057881267806258,0.0021829686700433207,5.951907999099714e-4,SE,0.6569607693481911
SE33,19202,42765,464980,23563,450,508212,17,0.08414795400344738,0.04636450929926881,0.03778344470417857,0.0070808781629662955,0.002149667722561984,0.0014275886937137195,SE,0.5509879574418333
SEZ,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SE,NA
SEZZ,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,SE,NA
IS,21116,32501,282280,11385,325,315556,450,0.10299598169580043,0.036079174536373895,0.06691680715942654,0.010608172245481658,0.0013017068352261306,0.004477859080411878,IS,0.3502969139411095
IS0,0,32501,282280,11385,325,315556,450,0.10299598169580043,0.036079174536373895,0,0.010608172245481658,0.0013017068352261306,0,IS,0.3502969139411095
IS00,21116,32501,282280,11385,325,315556,450,0.10299598169580043,0.036079174536373895,0.06691680715942654,0.010608172245481658,0.0013017068352261306,0.004477859080411878,IS,0.3502969139411095
ISZ,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,IS,NA
ISZZ,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,IS,NA
LI,7358,14649,21494,7291,0,36149,6,0.4052394257102548,0.20169299289053638,0.20354643281971838,0.1642189921499771,0.04068006338114196,0.04143115031363213,LI,0.4977131544815345
LI0,7358,14649,21494,7291,0,36149,6,0.4052394257102548,0.20169299289053638,0.20354643281971838,0.1642189921499771,0.04068006338114196,0.04143115031363213,LI,0.4977131544815345
LI00,7358,14649,21494,7291,0,36149,6,0.4052394257102548,0.20169299289053638,0.20354643281971838,0.1642189921499771,0.04068006338114196,0.04143115031363213,LI,0.4977131544815345
LIZ,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,LI,NA
LIZZ,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,LI,NA
NO,264496,611328,4368259,346832,0,4979956,369,0.12275771111230702,0.06964559526228746,0.053112115850019556,0.015069455637532626,0.004850508939438358,0.0028208968500658986,NO,0.5673419179229481
NO0,264496,611328,4368259,346832,0,4979956,369,0.12275771111230702,0.06964559526228746,0.053112115850019556,0.015069455637532626,0.004850508939438358,0.0028208968500658986,NO,0.5673419179229481
NO01,88767,229871,937222,141104,0,1167193,100,0.1969434360898326,0.12089174626647008,0.07605168982336255,0.03878671701886998,0.014614814315356581,0.005783859524988947,NO,0.6138399363121055
NO02,13653,28402,351301,14749,0,379742,39,0.07479288569607787,0.038839527889988464,0.035953357806089395,0.005593975750746569,0.0015085089267171917,0.0012926439375326893,NO,0.5192944158862052
NO03,48166,109555,839177,61389,0,948805,73,0.11546629707895721,0.06470138753484646,0.050764909544110746,0.013332465761126002,0.004186269548934384,0.0025770760410217465,NO,0.5603486833097531
NO04,40338,90183,637579,49845,0,727820,58,0.12390838394108433,0.06848533978181419,0.05542304415927015,0.015353287610891166,0.004690241765030541,0.003071713823880409,NO,0.5527094907022388
NO05,41635,82717,771530,41082,0,854292,45,0.09682520730616698,0.04808894382716916,0.048736263478997816,0.00937512076988221,0.002312546518412631,0.0023752233778942962,NO,0.4966572772223364
NO06,15723,35019,395647,19296,0,430689,23,0.08130925099085419,0.04480263020416124,0.03650662078669295,0.006611194296693723,0.002007275673210821,0.0013327333612634018,NO,0.5510151631971215
NO07,16142,35470,434195,19328,0,469696,31,0.0755169300994686,0.04115002043875187,0.03436690966071672,0.005702806731648026,0.0016933241821096966,0.0011810844796278641,NO,0.5449111925570904
NOZ,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NO,NA
NOZZ,72,111,1608,39,0,1719,0,0.06457242582897033,0.02268760907504363,0.041884816753926704,0.004169598177437874,5.14727605542002e-4,0.0017543378745100192,NO,0.35135135135135137
CH,1114115,1829665,4638603,715550,97510,6587556,21778,0.2777456464886219,0.10862146750631038,0.1691241789823115,0.07714264414338251,0.011798623203224442,0.028602987916440933,CH,0.3910825205707056
CH0,1114115,1829665,4638603,715550,97510,6587556,21778,0.2777456464886219,0.10862146750631038,0.1691241789823115,0.07714264414338251,0.011798623203224442,0.028602987916440933,CH,0.3910825205707056
CH01,305908,473916,716166,168008,8054,1201069,2932,0.3945784963228591,0.13988205506927578,0.25469644125358326,0.15569218976040852,0.019566989330403902,0.06487027718723999,CH,0.35451008195545197
CH02,172187,295936,1160111,123749,13793,1475083,5242,0.20062328696080153,0.08389290636526894,0.11673038059553259,0.040249703270956116,0.007038019738411783,0.013625981753977891,CH,0.4181613592128028
CH03,139668,248550,639996,108882,16103,907764,3115,0.2738046452602218,0.11994527211918517,0.15385937314103665,0.0749689837660759,0.014386868303745378,0.02367270670335275,CH,0.43806879903439955
CH04,211992,357455,765577,145462,35294,1161804,3478,0.30767237847347745,0.1252035627351946,0.1824679550079015,0.09466229247552675,0.015675932121585807,0.03329455460476557,CH,0.40693793624372304
CH05,137893,225174,687288,87280,14310,929480,2708,0.24225803675173216,0.09390196669105307,0.14835499419029996,0.05868895637080361,0.00881757934844764,0.022009204301203934,CH,0.38761135832733795
CH06,70594,127934,488748,57340,7104,627399,3612,0.2039117053103368,0.09139319635511055,0.11251850895522626,0.041579983562569645,0.008352716340003792,0.012660414857507333,CH,0.4481998530492285
CH07,75873,100700,180716,24827,2851,284957,691,0.35338665131932184,0.08712542594145783,0.266261225377864,0.12488212533068395,0.007590839845480454,0.0708950401397217,CH,0.2465441906653426
CHZ,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,CH,NA
CHZZ,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,CH,NA
UK,2673395,7985585,55188700,5312190,7895,63182180,0,0.12638983017046895,0.08407734585922803,0.04231248431124092,0.015974389170519986,0.00706900008673225,0.001790346328589009,UK,0.6652223976076894
UKC,41040,128460,2468315,87425,110,2596885,0,0.04946695752796138,0.03366533365936497,0.015803549252277248,0.002446979887073135,0.001133354690396372,2.4975216896915275e-4,UK,0.6805620426591936
UKC1,17835,47955,1128040,30120,35,1176035,0,0.040776847627834206,0.0256114826514517,0.015165364976382505,0.001662751302463608,6.559480436056114e-4,2.2998829486688913e-4,UK,0.6280888332812011
UKC2,23205,80510,1340270,57305,75,1420855,0,0.05666306554856055,0.040331349785868366,0.01633171576269218,0.0032107029973604696,0.0016266177755500642,2.6672493975336825e-4,UK,0.7117749347907092
UKD,191630,576810,6474945,385180,420,7052175,0,0.0817917876399834,0.05461861057049775,0.027173177069485657,0.006689896525344142,0.002983192620651689,7.38381552049621e-4,UK,0.6677762174719578
UKD1,9220,18680,481165,9460,15,499860,0,0.03737046372984436,0.01892529908374345,0.01844516464610091,0.0013965515593836128,3.5816694540914066e-4,3.402240988217709e-4,UK,0.5064239828693791
UKD3,91520,322960,2359345,231440,225,2682530,0,0.12039380733859453,0.08627676111730344,0.034117046221291095,0.014494668845482618,0.0074436795088922425,0.0011639728428657129,UK,0.7166212534059946
UKD4,36150,105360,1355460,69210,75,1460895,0,0.07212017290770384,0.047375068023369236,0.024745104884334602,0.005201319340237099,0.0022443970702188624,6.123202157367202e-4,UK,0.6568906605922551
UKD6,23645,47750,854175,24105,40,901965,0,0.052939969954488256,0.026724983785401873,0.026214986169086383,0.002802640418782119,7.14224758329993e-4,6.872254998453903e-4,UK,0.5048167539267016
UKD7,31100,82060,1424805,50960,70,1506935,0,0.054454903496169375,0.03381698613410665,0.02063791736206273,0.0029653365147771196,0.0011435885511943615,4.2592363304333025e-4,UK,0.6210090177918597
UKE,149780,464300,4819040,314520,395,5283735,0,0.08787344558347457,0.05952607388523459,0.028347371698239976,0.0077217424387118665,0.003543353472190408,8.035734821981768e-4,UK,0.6774068490200301
UKE1,27345,52580,865025,25235,40,917645,0,0.05729884650382228,0.027499741185316763,0.029799105318505523,0.003283157810668587,7.56235765259407e-4,8.879866777833842e-4,UK,0.47993533662989735
UKE2,23640,53705,742690,30065,35,796425,0,0.0674325893838089,0.03774994506701824,0.029682644316790657,0.004547154111005377,0.0014250583525628946,8.810593736371047e-4,UK,0.5598175216460292
UKE3,32080,104055,1239460,71975,90,1343600,0,0.07744492408454898,0.053568770467401015,0.023876153617147962,0.005997716266461554,0.0028696131693890952,5.700707115496478e-4,UK,0.6917015040123012
UKE4,66720,253960,1971865,187240,235,2226060,0,0.11408497524774715,0.08411273730267828,0.029972237945068866,0.01301538157727908,0.007074952576549366,8.98335047435826e-4,UK,0.7372814616475035
UKF,161740,447740,4085010,286005,470,4533220,0,0.0987686456867304,0.06309091550818183,0.03567883314729927,0.009755245370790887,0.003980463619660538,0.0012729791347528211,UK,0.6387747353374728
UKF1,60230,162205,1947540,101975,175,2109920,0,0.0768773223629332,0.04833121634943505,0.028546106013498142,0.005910122693694349,0.0023359064738158975,8.148801685338748e-4,UK,0.6286797570975
UKF2,68030,234840,1474560,166810,245,1709650,0,0.13736144824964175,0.09756967800426988,0.03979177024537186,0.01886816746523901,0.009519842065856906,0.0015833849792604613,UK,0.7103134048714018
UKF3,33475,50695,662910,17220,50,713655,0,0.07103572454477304,0.024129306177354603,0.04690641836741843,0.005046074161600871,5.82223416600523e-4,0.0022002120840592886,UK,0.339678469277049
UKG,177655,629415,4971875,451755,560,5601845,0,0.11235851759554218,0.0806439664074961,0.03171365862497088,0.01262443647626776,0.00650344931793336,0.0010057561433811897,UK,0.7177378994780869
UKG1,43400,90100,1204915,46700,105,1295120,0,0.06956884304157143,0.036058434739638025,0.033510408301933414,0.004839823922142802,0.0013002107158727343,0.001122947464562288,UK,0.5183129855715871
UKG2,34885,85515,1484640,50630,110,1570265,0,0.054458960748663444,0.03224296535935017,0.022215995389313268,0.0029657784058244657,0.0010396088151642551,4.935504511379883e-4,UK,0.5920598725369818
UKG3,99375,453800,2282320,354425,340,2736460,0,0.16583469153577982,0.12951952522602195,0.03631516630975786,0.02750114491676724,0.016775307414774135,0.0013187913041053723,UK,0.7810158660202732
UKH,255110,641495,5204750,386380,720,5846965,0,0.10971418505156094,0.06608214689159247,0.043631183015461865,0.012037202401528158,0.004366850137802005,0.0019036801313287279,UK,0.6023117873093321
UKH1,110685,244775,2145860,134090,260,2390890,0,0.10237819389432387,0.056083717778735116,0.046294476115588755,0.010481294585063774,0.003145383399884809,0.0021431785188168176,UK,0.5478092125421306
UKH2,91750,260120,1470715,168370,290,1731125,0,0.15026066864033505,0.09726045201819626,0.05300021662213878,0.02257826854024057,0.009459595526783857,0.002809022961993636,UK,0.6472781793018607
UKH3,52675,136600,1588175,83925,175,1724950,0,0.07919070117974435,0.04865358416185976,0.030537117017884575,0.006271167153339563,0.002367171251795171,9.325155157639757e-4,UK,0.6143850658857979
UKI,838920,2994930,5175675,2156010,3335,8173940,0,0.3663998022985243,0.2637663109834425,0.10263349131508183,0.1342488151243977,0.0695726668098141,0.010533633539522977,UK,0.7198866083681422
UKI1,403240,1362525,1867725,959290,1650,3231900,0,0.4215863733407593,0.29681920851511495,0.12476871190321483,0.1777350701866141,0.08810164254353929,0.015567231469987421,UK,0.7040531366396947
UKI2,435680,1632400,3307955,1196720,1685,4942040,0,0.33030894124693444,0.24215101456078866,0.0881579266861458,0.10910399666767079,0.058637113852819285,0.007771820037599859,UK,0.7331046312178389
UKJ,374940,1042190,7591430,667255,1130,8634750,0,0.12069718289469875,0.07727554358840731,0.04342221836185182,0.014567809958716359,0.005971509636883838,0.0018854890474643412,UK,0.6402431418455369
UKJ1,119635,369750,1899565,250115,455,2269770,0,0.16290196804081472,0.11019398441251757,0.05270798362829714,0.02653705119157062,0.012142714200706166,0.0027781315381608398,UK,0.6764435429344151
UKJ2,120995,327630,2411340,206635,350,2739320,0,0.11960267511645226,0.07543295416380708,0.04416972095264518,0.014304799895011627,0.005690130573879019,0.0019509642490345427,UK,0.6306962121905808
UKJ3,69270,183900,1713950,114630,145,1897990,0,0.09689197519481135,0.06039547099826659,0.036496504196544766,0.009388054857151938,0.0036476129171024605,0.0013319948185684096,UK,0.6233278955954323
UKJ4,65040,160910,1566575,95870,180,1727665,0,0.0931372690886254,0.05549108189376992,0.037646187194855484,0.008674550893287015,0.0030792601697410796,0.001417235410310101,UK,0.5957988937915606
UKK,173435,404350,4884275,230915,310,5288935,0,0.0764520645460759,0.04366001851034282,0.03279204603573309,0.005844918173357356,0.0019061972163234775,0.001075318283209638,UK,0.5710770372202301
UKK1,88570,218500,2128045,129930,160,2346705,0,0.09310927449338541,0.055366993294853846,0.037742281198531555,0.00866933699668459,0.003065503946512391,0.0014244797900690284,UK,0.5946453089244851
UKK2,44115,94325,1179600,50210,90,1274015,0,0.07403758982429563,0.039410838961864654,0.03462675086243098,0.005481564706990644,0.001553214227678029,0.0011990118752888644,UK,0.5323085078187119
UKK3,10985,23720,510735,12735,20,534475,0,0.04437999906450255,0.023827120071097805,0.020552878993404744,0.0019695843169652474,5.677316508825119e-4,4.22420834917538e-4,UK,0.5368887015177065
UKK4,29765,67800,1065895,38035,45,1133740,0,0.05980207102157461,0.03354825621394676,0.02625381480762785,0.0035762876984694533,0.0011254854949966176,6.892627919532194e-4,UK,0.5609882005899706
UKL,67105,167735,2895585,100630,135,3063455,0,0.05475353808037004,0.0328485321312048,0.02190500594916524,0.002997949932318532,0.001079026063174794,4.7982928563296463e-4,UK,0.5999344203654573
